WL(nm),Abs, T%
309,1.855,1.4
310,2.1329,0.74
311,2.4677,0.34
312,2.1977,0.63
313,2.5458,0.28
314,2.8117,0.15
315,2.7209,0.19
316,2.6928,0.2
317,2.5867,0.26
318,3.006,0.1
319,2.9217,0.12
320,3.1787,0.07
321,2.7839,0.16
322,2.8207,0.15
323,3.5542,0.03
324,2.7946,0.16
325,3.1587,0.07
326,3.208,0.06
327,2.8873,0.13
328,3.2741,0.05
329,2.8889,0.13
330,2.9541,0.11
331,3.3553,0.04
332,2.9707,0.11
333,3.0792,0.08
334,3.4224,0.04
335,3.039,0.09
336,3.4374,0.04
337,3.2345,0.06
338,3.0294,0.09
339,3.3884,0.04
340,3.09,0.08
341,2.9021,0.13
342,3.1933,0.06
343,2.979,0.1
344,2.9665,0.11
345,3.475,0.03
346,3.1678,0.07
347,3.6125,0.02
348,2.9759,0.11
349,3.1015,0.08
350,3.3092,0.05
351,2.9988,0.1
352,3.5151,0.03
353,3.1957,0.06
354,3.0446,0.09
355,3.6365,0.02
356,3.0897,0.08
357,3.0973,0.08
358,3.6595,0.02
359,3.0398,0.09
360,3.3642,0.04
361,3.2853,0.05
362,3.1322,0.07
363,3.6604,0.02
364,3.1493,0.07
365,3.1145,0.08
366,3.557,0.03
367,3.0911,0.08
368,3.1591,0.07
369,3.4403,0.04
370,2.9028,0.13
371,3.1965,0.06
372,2.9694,0.11
373,3.2519,0.06
374,3.5214,0.03
375,3.5358,0.03
376,3.2948,0.05
377,3.7868,0.02
378,3.3759,0.04
379,3.2936,0.05
380,3.7063,0.02
381,3.4196,0.04
382,3.434,0.04
383,3.6527,0.02
384,3.5206,0.03
385,3.7772,0.02
386,3.4893,0.03
387,3.4045,0.04
388,3.9395,0.01
389,3.4293,0.04
390,3.4416,0.04
391,3.852,0.01
392,3.5122,0.03
393,3.6996,0.02
394,3.8863,0.01
395,3.4568,0.03
396,4.5067,0
397,3.6058,0.02
398,4.2165,0.01
399,3.7476,0.02
400,3.5337,0.03
401,3.9397,0.01
402,3.7711,0.02
403,3.6535,0.02
404,3.9615,0.01
405,3.6668,0.02
406,3.798,0.02
407,3.9799,0.01
408,3.5874,0.03
409,3.9906,0.01
410,3.8191,0.02
411,3.8238,0.02
412,4.3056,0
413,3.7083,0.02
414,4.3149,0
415,3.8418,0.01
416,3.7204,0.02
417,4.3258,0
418,3.8516,0.01
419,3.7293,0.02
420,4.3336,0
421,3.8584,0.01
422,3.86,0.01
423,4.3383,0
424,3.737,0.02
425,4.3397,0
426,4.3401,0
427,3.7384,0.02
428,4.0394,0.01
429,4.0389,0.01
430,3.862,0.01
431,4.3378,0
432,4.035,0.01
433,3.857,0.01
434,4.0308,0.01
435,3.6304,0.02
436,4.0255,0.01
437,3.7211,0.02
438,3.7176,0.02
439,4.3155,0
440,3.8336,0.01
441,4.3055,0
442,4.2994,0.01
443,3.9916,0.01
444,3.984,0.01
445,3.7997,0.02
446,3.5696,0.03
447,3.7824,0.02
448,3.7729,0.02
449,3.7622,0.02
450,3.928,0.01
451,3.8065,0.02
452,4.2922,0.01
453,3.6979,0.02
454,3.7053,0.02
455,3.8374,0.01
456,3.7192,0.02
457,4.3277,0
458,4.0329,0.01
459,4.039,0.01
460,4.3462,0
461,3.6529,0.02
462,4.0568,0.01
463,3.8861,0.01
464,3.8912,0.01
465,4.0722,0.01
466,3.9006,0.01
467,3.7803,0.02
468,4.3866,0
469,3.6918,0.02
470,3.7966,0.02
471,4.3987,0
472,4.1019,0.01
473,3.9303,0.01
474,3.9347,0.01
475,3.717,0.02
476,4.1189,0.01
477,3.9464,0.01
478,3.8251,0.01
479,4.4307,0
480,3.957,0.01
481,3.9605,0.01
482,4.1398,0.01
483,3.7452,0.02
484,4.4476,0
485,3.9738,0.01
486,4.1534,0.01
487,4.4578,0
488,4.1601,0.01
489,3.8624,0.01
490,4.4677,0
491,3.869,0.01
492,3.9974,0.01
493,4.0006,0.01
494,3.879,0.01
495,4.1833,0.01
496,3.8856,0.01
497,3.7924,0.02
498,4.1937,0.01
499,3.7992,0.02
500,3.8993,0.01
501,4.5044,0
502,4.2061,0.01
503,4.2056,0.01
504,3.9078,0.01
505,4.212,0.01
506,4.2152,0.01
507,3.9172,0.01
508,4.2213,0.01
509,4.2248,0.01
510,3.7513,0.02
511,4.232,0.01
512,4.2359,0.01
513,3.9383,0.01
514,4.2428,0.01
515,3.9453,0.01
516,4.2496,0.01
517,3.9521,0.01
518,3.7793,0.02
519,4.2598,0.01
520,3.9622,0.01
521,4.2668,0.01
522,3.9694,0.01
523,3.9729,0.01
524,4.2773,0.01
525,3.9796,0.01
526,3.9828,0.01
527,4.2873,0.01
528,3.9896,0.01
529,3.6917,0.02
530,4.297,0.01
531,4.3002,0.01
532,4.3036,0
533,3.8302,0.01
534,4.0098,0.01
535,4.013,0.01
536,4.3171,0
537,4.0186,0.01
538,4.3221,0
539,3.8471,0.01
540,3.8487,0.01
541,4.3268,0
542,3.8523,0.01
543,4.0347,0.01
544,4.3445,0
545,4.0523,0.01
546,4.3621,0
547,4.3708,0
548,3.9027,0.01
549,4.3888,0
550,4.0969,0.01
551,4.4071,0
552,4.1152,0.01
553,4.1237,0.01
554,4.4327,0
555,4.4395,0
556,3.968,0.01
557,4.1485,0.01
558,4.4518,0
559,3.975,0.01
560,4.4504,0
561,4.1456,0.01
562,4.4411,0
563,4.1328,0.01
564,4.1238,0.01
565,4.4143,0
566,4.4012,0
567,4.0855,0.01
568,4.3737,0
569,4.3657,0
570,4.3616,0
571,4.3596,0
572,4.3591,0
573,4.0592,0.01
574,4.0611,0.01
575,4.0634,0.01
576,4.0665,0.01
577,3.8937,0.01
578,4.0732,0.01
579,4.3777,0
580,4.08,0.01
581,3.7821,0.02
582,4.086,0.01
583,3.9122,0.01
584,4.3908,0
585,4.0903,0.01
586,4.0618,0.01
587,4.5436,0
588,4.2465,0.01
589,4.5508,0
590,4.2525,0.01
591,4.2545,0.01
592,4.5569,0
593,4.5578,0
594,4.5583,0
595,4.2569,0.01
596,4.256,0.01
597,4.2548,0.01
598,4.2531,0.01
599,4.0749,0.01
600,4.2488,0.01
601,4.2464,0.01
602,4.244,0.01
603,4.5423,0
604,4.0623,0.01
605,4.2357,0.01
606,4.534,0
607,4.0539,0.01
608,4.5281,0
609,4.2243,0.01
610,4.5224,0
611,4.2185,0.01
612,4.5167,0
613,4.2132,0.01
614,4.5118,0
615,4.5092,0
616,4.2058,0.01
617,4.5045,0
618,4.2013,0.01
619,4.1989,0.01
620,4.0205,0.01
621,4.4955,0
622,4.1923,0.01
623,4.1899,0.01
624,4.1877,0.01
625,4.4868,0
626,4.1837,0.01
627,4.1816,0.01
628,4.1796,0.01
629,4.0013,0.01
630,4.4764,0
631,4.1731,0.01
632,3.9945,0.01
633,4.4692,0
634,4.467,0
635,4.1638,0.01
636,4.1616,0.01
637,3.9835,0.01
638,4.1576,0.01
639,4.4567,0
640,4.4548,0
641,4.4528,0
642,4.4511,0
643,3.9722,0.01
644,4.4476,0
645,4.1449,0.01
646,4.4444,0
647,4.1498,0.01
648,4.1407,0.01
649,4.1395,0.01
650,4.4396,0
651,4.1376,0.01
652,4.4377,0
653,4.1358,0.01
654,4.4361,0
655,4.4356,0
656,4.1341,0.01
657,4.4347,0
658,4.4344,0
659,3.9571,0.01
660,4.1333,0.01
661,4.4344,0
662,4.1337,0.01
663,4.134,0.01
664,3.9584,0.01
665,4.4361,0
666,4.437,0
667,4.1369,0.01
668,4.4389,0
669,4.139,0.01
670,4.1403,0.01
671,4.4428,0
672,4.4443,0
673,4.145,0.01
674,4.4478,0
675,4.1485,0.01
676,4.4515,0
677,4.1526,0.01
678,4.4557,0
679,4.4578,0
680,4.1589,0.01
681,4.4619,0
682,4.464,0
683,4.4659,0
684,3.9908,0.01
685,4.4698,0
686,3.9945,0.01
687,4.1722,0.01
688,4.4748,0
689,4.1754,0.01
690,4.177,0.01
691,4.1785,0.01
692,4.18,0.01
693,4.4822,0
694,4.1822,0.01
695,4.0071,0.01
696,4.485,0
697,4.1847,0.01
698,4.4863,0
699,4.1857,0.01
700,4.186,0.01
701,4.1863,0.01
702,4.1864,0.01
703,4.0103,0.01
704,4.1861,0.01
705,4.1858,0.01
706,4.1854,0.01
707,4.4859,0
708,4.0082,0.01
709,4.1836,0.01
710,4.4838,0
711,4.1819,0.01
712,4.1808,0.01
713,4.4806,0
714,4.0022,0.01
715,4.4779,0
716,4.1753,0.01
717,4.1736,0.01
718,4.1719,0.01
719,3.9942,0.01
720,4.4696,0
721,3.9907,0.01
722,4.1649,0.01
723,4.4639,0
724,3.9847,0.01
725,4.1587,0.01
726,4.4576,0
727,3.9784,0.01
728,4.4532,0
729,4.4508,0
730,4.4483,0
731,4.1447,0.01
732,3.966,0.01
733,4.4404,0
734,4.1368,0.01
735,4.4351,0
736,4.1312,0.01
737,4.4294,0
738,4.1255,0.01
739,4.4236,0
740,4.1196,0.01
741,4.1167,0.01
742,3.9374,0.01
743,4.1105,0.01
744,4.4082,0
745,4.4052,0
746,4.1011,0.01
747,4.0981,0.01
748,4.095,0.01
749,4.0918,0.01
750,4.3895,0
751,4.3861,0
752,4.0812,0.01
753,4.3785,0
754,3.8977,0.01
755,3.8939,0.01
756,4.0665,0.01
757,4.0629,0.01
758,4.0592,0.01
759,3.8791,0.01
760,3.8752,0.01
761,4.3488,0
762,4.0441,0.01
763,3.8641,0.01
764,4.3375,0
765,4.0327,0.01
766,4.3299,0
767,4.326,0
768,4.3221,0
769,4.0173,0.01
770,4.0136,0.01
771,4.0098,0.01
772,4.3067,0
773,4.0012,0.01
774,3.6963,0.02
775,3.9959,0.01
776,3.9918,0.01
777,4.5897,0
778,3.7405,0.02
779,3.9794,0.01
780,4.2762,0.01
781,3.9711,0.01
782,4.092,0.01
783,3.9629,0.01
784,3.9586,0.01
785,4.0794,0.01
786,3.9502,0.01
787,3.946,0.01
788,4.5438,0
789,3.8405,0.01
790,4.5351,0
791,4.0534,0.01
792,4.049,0.01
793,4.2207,0.01
794,3.9152,0.01
795,3.911,0.01
796,4.5086,0
797,3.7259,0.02
798,4.0227,0.01
799,4.0183,0.01
800,4.014,0.01
801,4.4868,0
802,3.8802,0.01
803,4.0008,0.01
804,4.1725,0.01
805,3.7703,0.02
806,3.9881,0.01
807,4.1602,0.01
808,3.8551,0.01
809,4.1519,0.01
810,3.9715,0.01
811,3.7453,0.02
812,4.4395,0
813,3.9578,0.01
814,3.7315,0.02
815,3.949,0.01
816,3.8199,0.02
817,3.9408,0.01
818,4.414,0
819,3.7111,0.02
820,3.9289,0.01
821,3.7999,0.02
822,3.699,0.02
823,4.093,0.01
824,4.0893,0.01
825,3.9093,0.01
826,4.0815,0.01
827,3.9018,0.01
828,4.3752,0
829,4.3717,0
830,3.7663,0.02
831,3.8878,0.01
832,4.0602,0.01
833,3.7551,0.02
834,4.3535,0
835,3.8729,0.01
836,3.8695,0.01
837,4.3433,0
838,3.738,0.02
839,4.3367,0
840,3.8564,0.01
841,3.6315,0.02
842,4.3274,0
843,3.8474,0.01
844,3.6224,0.02
845,4.3183,0
846,3.7134,0.02
847,3.7105,0.02
848,4.3098,0
849,3.8299,0.01
850,4.3045,0
851,4.1745,0.01
852,4.1736,0.01
853,4.4738,0
854,4.473,0
855,4.1711,0.01
856,4.1704,0.01
857,4.1696,0.01
858,4.47,0
859,4.4693,0
860,4.1677,0.01
861,4.4681,0
862,4.1663,0.01
863,4.4667,0
864,4.1651,0.01
865,4.4656,0
866,4.465,0
867,4.1634,0.01
868,4.1628,0.01
869,4.4632,0
870,4.4626,0
871,4.1609,0.01
872,4.4613,0
873,4.4608,0
874,4.4602,0
875,4.1585,0.01
876,4.158,0.01
877,4.4584,0
878,4.1567,0.01
879,4.1561,0.01
880,3.9792,0.01
881,4.1546,0.01
882,4.1539,0.01
883,4.1531,0.01
884,4.4535,0
885,4.1517,0.01
886,4.4519,0
887,4.1501,0.01
888,4.4503,0
889,4.1484,0.01
890,4.4486,0
891,3.9706,0.01
892,3.8446,0.01
893,4.1444,0.01
894,4.4443,0
895,3.966,0.01
896,4.442,0
897,4.4408,0
898,4.1385,0.01
899,4.4383,0
900,4.4372,0
901,4.1349,0.01
902,4.4347,0
903,4.1324,0.01
904,4.4319,0
905,4.4303,0
906,4.4287,0
907,4.1261,0.01
908,4.4256,0
909,4.4238,0
910,4.1211,0.01
911,4.1192,0.01
912,4.4182,0
913,4.4164,0
914,4.1134,0.01
915,4.1115,0.01
916,4.1094,0.01
917,4.1073,0.01
918,4.4063,0
919,4.1031,0.01
920,4.1009,0.01
921,4.3997,0
922,3.9202,0.01
923,4.3948,0
924,4.3923,0
925,4.0889,0.01
926,4.3875,0
927,4.3848,0
928,4.3822,0
929,3.9019,0.01
930,4.3753,0
931,4.0706,0.01
932,4.0669,0.01
933,4.3634,0
934,4.0596,0.01
935,4.0573,0.01
936,4.0541,0.01
937,4.3525,0
938,4.0498,0.01
939,3.8711,0.01
940,4.3444,0
941,3.8628,0.01
942,4.0343,0.01
943,4.3318,0
944,3.8518,0.01
945,4.0245,0.01
946,4.3223,0
947,4.0172,0.01
948,4.3143,0
949,4.3105,0
950,4.0066,0.01
951,4.0033,0.01
952,4.1238,0.01
953,4.5964,0
954,4.2908,0.01
955,4.5877,0
956,4.5838,0
957,4.2786,0.01
958,4.2741,0.01
959,4.2699,0.01
960,4.0894,0.01
961,4.562,0
962,4.2566,0.01
963,4.252,0.01
964,4.5484,0
965,4.0665,0.01
966,4.539,0
967,4.5342,0
968,4.0522,0.01
969,4.5243,0
970,4.218,0.01
971,4.0364,0.01
972,4.5081,0
973,4.2018,0.01
974,4.4974,0
975,4.492,0
976,4.1855,0.01
977,4.4808,0
978,4.1741,0.01
979,4.1684,0.01
980,4.4637,0
981,4.1569,0.01
982,4.1508,0.01
983,4.4458,0
984,3.9626,0.01
985,4.1327,0.01
986,4.1268,0.01
987,3.9448,0.01
988,3.9389,0.01
989,4.4097,0
990,4.102,0.01
991,3.919,0.01
992,3.9117,0.01
993,3.9047,0.01
994,4.3747,0
995,4.3675,0
996,4.0595,0.01
997,4.3536,0
998,4.0455,0.01
999,4.0385,0.01
1000,3.8552,0.01
1001,4.3248,0
1002,4.3173,0
1003,4.3098,0
1004,4.002,0.01
1005,3.9966,0.01
1006,4.2899,0.01
1007,4.2821,0.01
1008,3.7303,0.02
1009,4.0907,0.01
1010,4.0831,0.01
1011,4.2515,0.01
1012,4.544,0
1013,3.8356,0.01
1014,4.2244,0.01
1015,4.2158,0.01
1016,3.8092,0.02
1017,4.0222,0.01
1018,4.0132,0.01
1019,3.8792,0.01
1020,4.1714,0.01
1021,3.9863,0.01
1022,4.1534,0.01
1023,4.1447,0.01
1024,3.9593,0.01
1025,3.9499,0.01
1026,4.1168,0.01
1027,3.7097,0.02
1028,4.0983,0.01
1029,3.9124,0.01
1030,3.6014,0.03
1031,4.3694,0
1032,3.7571,0.02
1033,4.0481,0.01
1034,3.8621,0.01
1035,3.8522,0.01
1036,4.0182,0.01
1037,4.0077,0.01
1038,3.3966,0.04
1039,3.9942,0.01
1040,3.6318,0.02
1041,4.0988,0.01
1042,3.5241,0.03
1043,3.71,0.02
1044,3.9426,0.01
1045,3.5344,0.03
1046,3.7465,0.02
1047,4.0375,0.01
1048,3.4636,0.03
1049,3.7163,0.02
1050,3.7058,0.02
1051,3.4323,0.04
1052,3.8598,0.01
1053,3.4963,0.03
1054,3.5367,0.03
1055,3.7297,0.02
1056,3.4178,0.04
1057,3.7081,0.02
1058,3.6183,0.02
1059,3.3857,0.04
1060,3.7725,0.02
1061,3.5181,0.03
1062,3.4493,0.04
1063,3.7392,0.02
1064,3.4856,0.03
1065,3.4755,0.03
1066,4.3115,0
1067,3.5562,0.03
1068,3.7428,0.02
1069,3.2567,0.06
1070,3.6671,0.02
1071,3.5197,0.03
1072,3.2962,0.05
1073,3.6958,0.02
1074,3.2755,0.05
1075,3.3451,0.05
1076,3.6084,0.02
1077,3.2235,0.06
1078,3.4133,0.04
1079,3.5797,0.03
1080,3.1948,0.06
1081,3.5099,0.03
1082,3.3091,0.05
1083,3.1452,0.07
1084,3.5344,0.03
1085,3.1748,0.07
1086,3.2189,0.06
1087,3.5695,0.03
1088,3.1028,0.08
1089,3.4395,0.04
1090,3.3426,0.05
1091,3.0513,0.09
1092,3.5852,0.03
1093,3.2083,0.06
1094,3.0908,0.08
1095,3.5627,0.03
1096,3.1372,0.07
1097,3.1958,0.06
1098,3.2903,0.05
1099,3.1703,0.07
1100,3.2317,0.06
