X-Axis'	Z-Axis'
30980.392157	1492.584236
31176.470588	1500.274666
31372.549020	1491.943367
31568.627451	1466.308602
31764.705882	1406.921395
31960.784314	1396.881111
32156.862745	1401.153572
32352.941176	1400.939949
32549.019608	1405.212410
32745.098039	1409.271248
32941.176471	1404.571541
33137.254902	1407.775887
33333.333333	1410.552986
33529.411765	1409.912117
33725.490196	1412.902840
33921.568627	1413.330086
34117.647059	1414.398201
34313.725490	1451.568611
34509.803922	1508.178719
34705.882353	1515.869149
34901.960784	1516.723641
35098.039216	1514.373787
35294.117647	1516.723641
35490.196078	1521.850594
35686.274510	1518.859871
35882.352941	1519.714363
36078.431373	1516.296395
36274.509804	1521.209725
36470.588235	1521.636971
36666.666667	1523.986824
36862.745098	1522.705086
37058.823529	1527.404793
37254.901961	1524.414070
37450.980392	1522.918709
37647.058824	1529.541024
37843.137255	1528.900154
38039.215686	1525.482186
38235.294118	1536.163338
38431.372549	1525.695809
38627.450980	1533.813485
38823.529412	1535.949715
39019.607843	1530.395516
39215.686275	1535.095223
39411.764706	1538.940438
39607.843137	1536.590584
39803.921569	1535.095223
40000.000000	1541.076668
40196.078431	1538.940438
40392.156863	1538.726815
40588.235294	1539.794930
40784.313725	1543.640145
40980.392157	1542.999276
41176.470588	1546.417244
41372.549020	1546.203621
41568.627451	1543.426522
41764.705882	1546.203621
41960.784314	1550.903328
42156.862745	1550.689705
42352.941176	1550.903328
42549.019608	1549.194344
42745.098039	1549.835213
42941.176471	1556.457528
43137.254902	1556.030281
43333.333333	1558.593758
43529.411765	1557.312020
43725.490196	1556.671151
43921.568627	1559.661873
44117.647059	1562.866219
44313.725490	1559.875496
44509.803922	1560.729988
44705.882353	1563.293465
44901.960784	1565.002449
45098.039216	1563.507088
45294.117647	1568.420418
45490.196078	1566.284188
45686.274510	1567.352303
45882.352941	1569.702156
46078.431373	1572.479256
46274.509804	1573.760994
46470.588235	1571.411141
46666.666667	1575.469979
46862.745098	1570.556649
47058.823529	1574.829110
47254.901961	1575.042733
47450.980392	1580.383309
47647.058824	1577.392586
47843.137255	1581.237801
48039.215686	1584.014901
48235.294118	1579.742440
48431.372549	1585.510262
48627.450980	1584.869393
48823.529412	1585.510262
49019.607843	1587.219246
49215.686275	1585.510262
49411.764706	1591.491707
49607.843137	1589.782723
49803.921569	1586.578377
50000.000000	1591.705330
