X-Axis'	Z-Axis'
16470.588235	732.940681
16588.235294	735.931404
16705.882353	734.649665
16823.529412	735.290535
16941.176471	735.076912
17058.823529	735.504158
17176.470588	736.358650
17294.117647	737.426765
17411.764706	736.999519
17529.411765	738.067634
17647.058824	739.562995
17764.705882	740.203865
17882.352941	739.135749
18000.000000	740.844734
18117.647059	743.835456
18235.294118	742.767341
18352.941176	741.271980
18470.588235	743.408210
18588.235294	745.544441
18705.882353	760.070808
18823.529412	818.817146
18941.176471	852.996833
19058.823529	849.578865
19176.470588	847.229011
19294.117647	844.451912
19411.764706	843.597419
19529.411765	845.733650
19647.058824	846.160896
19764.705882	853.210457
19882.352941	847.229011
20000.000000	845.520027
20117.647059	853.637703
20235.294118	851.501472
20352.941176	847.015388
20470.588235	848.083503
20588.235294	851.074226
20705.882353	857.269294
20823.529412	849.365242
20941.176471	851.501472
21058.823529	850.860603
21176.470588	851.715095
21294.117647	852.355964
21411.764706	852.355964
21529.411765	852.569587
21647.058824	858.551033
21764.705882	856.842048
21882.352941	854.064949
22000.000000	854.064949
22117.647059	855.773933
22235.294118	857.910164
22352.941176	859.405525
22470.588235	855.133064
22588.235294	858.764656
22705.882353	863.891609
22823.529412	856.842048
22941.176471	859.191902
23058.823529	863.037117
23176.470588	858.123787
23294.117647	858.123787
23411.764706	860.473640
23529.411765	862.609871
23647.058824	864.532478
23764.705882	863.464363
23882.352941	861.755378
24000.000000	862.609871
24117.647059	870.513923
24235.294118	863.250740
24352.941176	869.873054
24470.588235	869.873054
24588.235294	872.009285
24705.882353	873.077400
24823.529412	868.591316
24941.176471	869.445808
25058.823529	866.027839
25176.470588	868.377693
25294.117647	873.504646
25411.764706	868.591316
25529.411765	868.591316
25647.058824	874.145515
25764.705882	873.718269
25882.352941	872.436531
26000.000000	874.145515
26117.647059	877.990730
26235.294118	874.359138
26352.941176	874.572761
26470.588235	876.495369
26588.235294	872.436531
26705.882353	872.863777
26823.529412	875.427253
26941.176471	883.544929
27058.823529	882.690437
27176.470588	881.835945
27294.117647	876.708992
27411.764706	878.204353
27529.411765	880.126960
27647.058824	880.126960
27764.705882	878.417976
27882.352941	878.631599
28000.000000	881.622322
28117.647059	883.972175
28235.294118	880.126960
28352.941176	882.690437
28470.588235	880.554207
28588.235294	887.390144
28705.882353	886.322029
28823.529412	885.467537
28941.176471	889.953621
29058.823529	886.962898
29176.470588	886.108406
29294.117647	884.826667
29411.764706	894.653328
29529.411765	889.526375
29647.058824	891.876228
29764.705882	892.089851
29882.352941	891.021736
30000.000000	895.507820
