t	U
278	0.0019
279	0.0020
280	0.0020
281	0.0020
282	0.0020
283	0.0020
284	0.0019
285	0.0019
286	0.0020
287	0.0021
288	0.0020
289	0.0020
290	0.0020
291	0.0019
292	0.0019
293	0.0019
294	0.0019
295	0.0018
296	0.0018
297	0.0017
298	0.0017
299	0.0018
300	0.0018
301	0.0017
302	0.0017
303	0.0017
304	0.0018
305	0.0018
306	0.0017
307	0.0018
308	0.0019
309	0.0019
310	0.0020
311	0.0020
312	0.0020
313	0.0021
314	0.0021
315	0.0021
316	0.0021
317	0.0021
318	0.0021
319	0.0021
320	0.0021
321	0.0021
322	0.0020
323	0.0019
324	0.0018
325	0.0016
326	0.0014
327	0.0014
328	0.0012
329	0.0012
330	0.0012
331	0.0013
332	0.0013
333	0.0013
334	0.0015
335	0.0015
336	0.0013
337	0.0014
338	0.0014
339	0.0015
340	0.0015
341	0.0014
342	0.0014
343	0.0013
344	0.0013
345	0.0013
346	0.0013
347	0.0013
348	0.0013
349	0.0013
350	0.0013
351	0.0013
352	0.0013
353	0.0013
354	0.0013
355	0.0013
356	0.0014
357	0.0014
358	0.0014
359	0.0015
360	0.0016
361	0.0016
362	0.0016
363	0.0017
364	0.0017
365	0.0017
366	0.0018
367	0.0019
368	0.0021
369	0.0021
370	0.0021
371	0.0022
372	0.0024
373	0.0025
374	0.0025
375	0.0027
376	0.0027
377	0.0028
378	0.0029
379	0.0030
380	0.0031
381	0.0032
382	0.0034
383	0.0034
384	0.0035
385	0.0036
386	0.0036
387	0.0037
388	0.0037
389	0.0037
390	0.0037
391	0.0038
392	0.0039
393	0.0039
394	0.0039
395	0.0038
396	0.0037
397	0.0036
398	0.0036
399	0.0036
400	0.0035
401	0.0034
402	0.0034
403	0.0035
404	0.0032
405	0.0032
406	0.0031
407	0.0031
408	0.0030
409	0.0030
410	0.0029
411	0.0029
412	0.0029
413	0.0028
414	0.0028
415	0.0026
416	0.0026
417	0.0026
418	0.0025
419	0.0025
420	0.0024
421	0.0022
422	0.0022
423	0.0022
424	0.0021
425	0.0021
426	0.0020
427	0.0019
428	0.0018
429	0.0018
430	0.0017
431	0.0017
432	0.0018
433	0.0016
434	0.0016
435	0.0015
436	0.0014
437	0.0014
438	0.0014
439	0.0013
440	0.0013
441	0.0013
442	0.0015
443	0.0014
444	0.0014
445	0.0014
446	0.0014
447	0.0014
448	0.0014
449	0.0014
450	0.0014
451	0.0015
452	0.0015
453	0.0015
454	0.0014
455	0.0014
456	0.0014
457	0.0014
458	0.0014
459	0.0014
460	0.0014
461	0.0014
462	0.0015
463	0.0015
464	0.0014
465	0.0015
466	0.0015
467	0.0015
468	0.0015
469	0.0015
470	0.0015
471	0.0015
472	0.0015
473	0.0014
474	0.0014
475	0.0016
476	0.0015
477	0.0015
478	0.0016
479	0.0015
480	0.0015
481	0.0014
482	0.0015
483	0.0015
484	0.0016
485	0.0016
486	0.0016
487	0.0017
488	0.0017
489	0.0017
490	0.0018
491	0.0018
492	0.0019
493	0.0020
494	0.0022
495	0.0022
496	0.0023
497	0.0023
498	0.0024
499	0.0024
500	0.0025
501	0.0027
502	0.0028
503	0.0027
504	0.0027
505	0.0027
506	0.0025
507	0.0025
508	0.0025
509	0.0024
510	0.0024
511	0.0023
512	0.0021
513	0.0020
514	0.0020
515	0.0020
516	0.0020
517	0.0020
518	0.0020
519	0.0021
520	0.0019
521	0.0019
522	0.0019
523	0.0019
524	0.0019
525	0.0020
526	0.0019
527	0.0018
528	0.0018
529	0.0016
530	0.0016
531	0.0015
532	0.0015
533	0.0015
534	0.0015
535	0.0014
536	0.0014
537	0.0014
538	0.0014
539	0.0013
540	0.0013
541	0.0013
542	0.0013
543	0.0013
544	0.0013
545	0.0013
546	0.0012
547	0.0013
548	0.0012
549	0.0013
550	0.0013
551	0.0013
552	0.0013
553	0.0014
554	0.0014
555	0.0015
556	0.0015
557	0.0016
558	0.0016
559	0.0016
560	0.0017
561	0.0017
562	0.0017
563	0.0017
564	0.0019
565	0.0020
566	0.0021
567	0.0023
568	0.0024
569	0.0026
570	0.0029
571	0.0030
572	0.0031
573	0.0030
574	0.0029
575	0.0030
576	0.0030
577	0.0031
578	0.0030
579	0.0029
580	0.0028
581	0.0027
582	0.0026
583	0.0028
584	0.0028
585	0.0027
586	0.0027
587	0.0028
588	0.0027
589	0.0027
590	0.0025
591	0.0025
592	0.0024
593	0.0025
594	0.0025
595	0.0028
596	0.0030
597	0.0031
598	0.0033
599	0.0036
600	0.0037
601	0.0038
602	0.0038
603	0.0041
604	0.0042
605	0.0043
606	0.0045
607	0.0048
608	0.0050
609	0.0052
610	0.0052
611	0.0053
612	0.0054
613	0.0054
614	0.0055
615	0.0055
616	0.0056
617	0.0056
618	0.0055
619	0.0053
620	0.0052
621	0.0050
622	0.0049
623	0.0049
624	0.0048
625	0.0047
626	0.0046
627	0.0044
628	0.0046
629	0.0046
630	0.0046
631	0.0044
632	0.0046
633	0.0045
634	0.0044
635	0.0043
636	0.0044
637	0.0045
638	0.0044
639	0.0044
640	0.0045
641	0.0046
642	0.0045
643	0.0047
644	0.0047
645	0.0047
646	0.0046
647	0.0045
648	0.0044
649	0.0042
650	0.0040
651	0.0038
652	0.0035
653	0.0033
654	0.0032
655	0.0032
656	0.0029
657	0.0027
658	0.0026
659	0.0026
660	0.0025
661	0.0022
662	0.0022
663	0.0022
664	0.0023
665	0.0022
666	0.0025
667	0.0022
668	0.0021
669	0.0023
670	0.0021
671	0.0022
672	0.0021
673	0.0021
674	0.0021
675	0.0020
676	0.0021
677	0.0020
678	0.0019
679	0.0020
680	0.0022
681	0.0022
682	0.0020
683	0.0021
684	0.0022
685	0.0022
686	0.0020
687	0.0021
688	0.0020
689	0.0021
690	0.0021
691	0.0021
692	0.0022
693	0.0023
694	0.0023
695	0.0022
696	0.0022
697	0.0022
698	0.0021
699	0.0021
700	0.0022
701	0.0021
702	0.0020
703	0.0021
704	0.0021
705	0.0020
706	0.0020
707	0.0020
708	0.0021
709	0.0021
710	0.0021
711	0.0020
712	0.0020
713	0.0021
714	0.0020
715	0.0021
716	0.0022
717	0.0023
718	0.0024
719	0.0026
720	0.0028
721	0.0030
722	0.0031
723	0.0031
724	0.0032
725	0.0032
726	0.0033
727	0.0035
728	0.0036
729	0.0034
730	0.0037
731	0.0040
732	0.0042
733	0.0044
734	0.0046
735	0.0047
736	0.0048
737	0.0049
738	0.0054
739	0.0056
740	0.0058
741	0.0063
742	0.0066
743	0.0070
744	0.0074
745	0.0073
746	0.0073
747	0.0072
748	0.0072
749	0.0071
750	0.0069
751	0.0066
752	0.0065
753	0.0062
754	0.0060
755	0.0060
756	0.0059
757	0.0059
758	0.0062
759	0.0064
760	0.0060
761	0.0058
762	0.0056
763	0.0056
764	0.0058
765	0.0055
766	0.0053
767	0.0056
768	0.0055
769	0.0055
770	0.0057
771	0.0057
772	0.0055
773	0.0055
774	0.0055
775	0.0054
776	0.0053
777	0.0049
778	0.0047
779	0.0045
780	0.0041
781	0.0040
782	0.0038
783	0.0038
784	0.0038
785	0.0035
786	0.0033
787	0.0032
788	0.0030
789	0.0028
790	0.0030
791	0.0032
792	0.0032
793	0.0031
794	0.0028
795	0.0026
796	0.0025
797	0.0027
798	0.0027
799	0.0027
800	0.0028
801	0.0028
802	0.0030
803	0.0031
804	0.0030
805	0.0032
806	0.0032
807	0.0037
808	0.0037
809	0.0037
810	0.0041
811	0.0038
812	0.0035
813	0.0032
814	0.0030
815	0.0028
816	0.0029
817	0.0027
818	0.0024
819	0.0021
820	0.0018
821	0.0017
822	0.0018
823	0.0018
824	0.0017
825	0.0016
826	0.0017
827	0.0018
828	0.0016
829	0.0015
830	0.0014
831	0.0015
832	0.0013
833	0.0014
834	0.0014
835	0.0015
836	0.0017
837	0.0019
838	0.0017
839	0.0018
840	0.0018
841	0.0018
842	0.0016
843	0.0015
844	0.0017
845	0.0018
846	0.0021
847	0.0021
848	0.0022
849	0.0021
850	0.0022
851	0.0022
852	0.0021
853	0.0023
854	0.0025
855	0.0025
856	0.0023
857	0.0020
858	0.0024
859	0.0024
860	0.0024
861	0.0020
862	0.0019
863	0.0019
864	0.0020
865	0.0021
866	0.0020
867	0.0019
868	0.0019
869	0.0018
870	0.0019
871	0.0020
872	0.0021
873	0.0022
874	0.0024
875	0.0024
876	0.0021
877	0.0025
878	0.0026
879	0.0033
880	0.0036
881	0.0035
882	0.0040
883	0.0043
884	0.0045
885	0.0046
886	0.0048
887	0.0051
888	0.0052
889	0.0050
890	0.0056
891	0.0063
892	0.0065
893	0.0068
894	0.0071
895	0.0077
896	0.0077
897	0.0078
898	0.0078
899	0.0078
900	0.0012
