10.0000 178.0000 1.0000
10.0100 160.0000 1.0000
10.0200 168.0000 1.0000
10.0300 154.0000 1.0000
10.0400 153.0000 1.0000
10.0500 170.0000 1.0000
10.0600 167.0000 1.0000
10.0700 161.0000 1.0000
10.0800 167.0000 1.0000
10.0900 172.0000 1.0000
10.1000 155.0000 1.0000
10.1100 154.0000 1.0000
10.1200 167.0000 1.0000
10.1300 178.0000 1.0000
10.1400 179.0000 1.0000
10.1500 177.0000 1.0000
10.1600 170.0000 1.0000
10.1700 178.0000 1.0000
10.1800 155.0000 1.0000
10.1900 137.0000 1.0000
10.2000 160.0000 1.0000
10.2100 163.0000 1.0000
10.2200 164.0000 1.0000
10.2300 174.0000 1.0000
10.2400 153.0000 1.0000
10.2500 155.0000 1.0000
10.2600 170.0000 1.0000
10.2700 162.0000 1.0000
10.2800 161.0000 1.0000
10.2900 180.0000 1.0000
10.3000 155.0000 1.0000
10.3100 153.0000 1.0000
10.3200 196.0000 1.0000
10.3300 174.0000 1.0000
10.3400 175.0000 1.0000
10.3500 170.0000 1.0000
10.3600 180.0000 1.0000
10.3700 176.0000 1.0000
10.3800 159.0000 1.0000
10.3900 165.0000 1.0000
10.4000 193.0000 1.0000
10.4100 150.0000 1.0000
10.4200 149.0000 1.0000
10.4300 169.0000 1.0000
10.4400 170.0000 1.0000
10.4500 170.0000 1.0000
10.4600 169.0000 1.0000
10.4700 153.0000 1.0000
10.4800 162.0000 1.0000
10.4900 184.0000 1.0000
10.5000 175.0000 1.0000
10.5100 157.0000 1.0000
10.5200 159.0000 1.0000
10.5300 185.0000 1.0000
10.5400 169.0000 1.0000
10.5500 161.0000 1.0000
10.5600 179.0000 1.0000
10.5700 191.0000 1.0000
10.5800 187.0000 1.0000
10.5900 156.0000 1.0000
10.6000 167.0000 1.0000
10.6100 176.0000 1.0000
10.6200 154.0000 1.0000
10.6300 156.0000 1.0000
10.6400 157.0000 1.0000
10.6500 164.0000 1.0000
10.6600 164.0000 1.0000
10.6700 159.0000 1.0000
10.6800 169.0000 1.0000
10.6900 151.0000 1.0000
10.7000 154.0000 1.0000
10.7100 151.0000 1.0000
10.7200 182.0000 1.0000
10.7300 138.0000 1.0000
10.7400 166.0000 1.0000
10.7500 161.0000 1.0000
10.7600 169.0000 1.0000
10.7700 135.0000 1.0000
10.7800 156.0000 1.0000
10.7900 167.0000 1.0000
10.8000 173.0000 1.0000
10.8100 149.0000 1.0000
10.8200 177.0000 1.0000
10.8300 161.0000 1.0000
10.8400 195.0000 1.0000
10.8500 171.0000 1.0000
10.8600 151.0000 1.0000
10.8700 195.0000 1.0000
10.8800 149.0000 1.0000
10.8900 157.0000 1.0000
10.9000 162.0000 1.0000
10.9100 169.0000 1.0000
10.9200 181.0000 1.0000
10.9300 175.0000 1.0000
10.9400 175.0000 1.0000
10.9500 155.0000 1.0000
10.9600 149.0000 1.0000
10.9700 173.0000 1.0000
10.9800 158.0000 1.0000
10.9900 163.0000 1.0000
11.0000 139.0000 1.0000
11.0100 159.0000 1.0000
11.0200 161.0000 1.0000
11.0300 157.0000 1.0000
11.0400 150.0000 1.0000
11.0500 149.0000 1.0000
11.0600 166.0000 1.0000
11.0700 163.0000 1.0000
11.0800 176.0000 1.0000
11.0900 168.0000 1.0000
11.1000 154.0000 1.0000
11.1100 156.0000 1.0000
11.1200 189.0000 1.0000
11.1300 152.0000 1.0000
11.1400 175.0000 1.0000
11.1500 183.0000 1.0000
11.1600 159.0000 1.0000
11.1700 136.0000 1.0000
11.1800 141.0000 1.0000
11.1900 173.0000 1.0000
11.2000 178.0000 1.0000
11.2100 148.0000 1.0000
11.2200 156.0000 1.0000
11.2300 157.0000 1.0000
11.2400 162.0000 1.0000
11.2500 152.0000 1.0000
11.2600 179.0000 1.0000
11.2700 164.0000 1.0000
11.2800 144.0000 1.0000
11.2900 166.0000 1.0000
