Sample Name, AL4
Time, 2000/00/01 00:00:00
Operator, Windows User
Lamp, 255
Slit,0.0
Scan From, 1100.0nm
Scan To, 190.0nm
Scan Step, 1.0nm
Sample Filter, 5
memo, 
360.0, 1.5516, 2.81
361.0, 1.5572, 2.77
362.0, 1.5478, 2.83
363.0, 1.5487, 2.83
364.0, 1.5484, 2.83
365.0, 1.5406, 2.88
366.0, 1.5478, 2.83
367.0, 1.5412, 2.88
368.0, 1.5389, 2.89
369.0, 1.5462, 2.84
370.0, 1.5192, 3.03
371.0, 1.5548, 2.79
372.0, 1.5573, 2.77
373.0, 1.5522, 2.80
374.0, 1.5602, 2.75
375.0, 1.5587, 2.76
376.0, 1.5580, 2.77
377.0, 1.5633, 2.73
378.0, 1.5617, 2.74
379.0, 1.5642, 2.73
380.0, 1.5674, 2.71
381.0, 1.5612, 2.75
382.0, 1.5665, 2.71
383.0, 1.5632, 2.73
384.0, 1.5600, 2.75
385.0, 1.5622, 2.74
386.0, 1.5590, 2.76
387.0, 1.5588, 2.76
388.0, 1.5599, 2.75
389.0, 1.5547, 2.79
390.0, 1.5591, 2.76
391.0, 1.5549, 2.79
392.0, 1.5562, 2.78
393.0, 1.5551, 2.79
394.0, 1.5517, 2.81
395.0, 1.5560, 2.78
396.0, 1.5539, 2.79
397.0, 1.5542, 2.79
398.0, 1.5542, 2.79
399.0, 1.5527, 2.80
400.0, 1.5533, 2.80
401.0, 1.5541, 2.79
402.0, 1.5518, 2.81
403.0, 1.5538, 2.79
404.0, 1.5550, 2.79
405.0, 1.5525, 2.80
406.0, 1.5564, 2.78
407.0, 1.5553, 2.78
408.0, 1.5552, 2.79
409.0, 1.5569, 2.77
410.0, 1.5549, 2.79
411.0, 1.5554, 2.78
412.0, 1.5581, 2.77
413.0, 1.5557, 2.78
414.0, 1.5590, 2.76
415.0, 1.5574, 2.77
416.0, 1.5571, 2.77
417.0, 1.5585, 2.76
418.0, 1.5590, 2.76
419.0, 1.5584, 2.76
420.0, 1.5608, 2.75
421.0, 1.5596, 2.76
422.0, 1.5604, 2.75
423.0, 1.5611, 2.75
424.0, 1.5594, 2.76
425.0, 1.5625, 2.74
426.0, 1.5606, 2.75
427.0, 1.5596, 2.76
428.0, 1.5621, 2.74
429.0, 1.5605, 2.75
430.0, 1.5621, 2.74
431.0, 1.5621, 2.74
432.0, 1.5612, 2.75
433.0, 1.5642, 2.73
434.0, 1.5640, 2.73
435.0, 1.5634, 2.73
436.0, 1.5652, 2.72
437.0, 1.5627, 2.74
438.0, 1.5636, 2.73
439.0, 1.5654, 2.72
440.0, 1.5628, 2.74
441.0, 1.5654, 2.72
442.0, 1.5662, 2.72
443.0, 1.5628, 2.74
444.0, 1.5665, 2.71
445.0, 1.5644, 2.73
446.0, 1.5638, 2.73
447.0, 1.5676, 2.71
448.0, 1.5646, 2.73
449.0, 1.5662, 2.72
450.0, 1.5663, 2.71
451.0, 1.5589, 2.76
452.0, 1.5572, 2.77
453.0, 1.5565, 2.78
454.0, 1.5597, 2.76
455.0, 1.5571, 2.77
456.0, 1.5583, 2.76
457.0, 1.5583, 2.77
458.0, 1.5574, 2.77
459.0, 1.5586, 2.76
460.0, 1.5577, 2.77
461.0, 1.5560, 2.78
462.0, 1.5605, 2.75
463.0, 1.5574, 2.77
464.0, 1.5559, 2.78
465.0, 1.5595, 2.76
466.0, 1.5575, 2.77
467.0, 1.5584, 2.76
468.0, 1.5593, 2.76
469.0, 1.5577, 2.77
470.0, 1.5605, 2.75
471.0, 1.5589, 2.76
472.0, 1.5573, 2.77
473.0, 1.5611, 2.75
474.0, 1.5586, 2.76
475.0, 1.5599, 2.75
476.0, 1.5607, 2.75
477.0, 1.5595, 2.76
478.0, 1.5614, 2.75
479.0, 1.5608, 2.75
480.0, 1.5606, 2.75
481.0, 1.5624, 2.74
482.0, 1.5611, 2.75
483.0, 1.5608, 2.75
484.0, 1.5622, 2.74
485.0, 1.5606, 2.75
486.0, 1.5609, 2.75
487.0, 1.5633, 2.73
488.0, 1.5624, 2.74
489.0, 1.5627, 2.74
490.0, 1.5621, 2.74
491.0, 1.5625, 2.74
492.0, 1.5630, 2.74
493.0, 1.5624, 2.74
494.0, 1.5648, 2.72
495.0, 1.5635, 2.73
496.0, 1.5649, 2.72
497.0, 1.5648, 2.72
498.0, 1.5636, 2.73
499.0, 1.5652, 2.72
500.0, 1.5656, 2.72
501.0, 1.5632, 2.73
502.0, 1.5655, 2.72
503.0, 1.5652, 2.72
504.0, 1.5640, 2.73
505.0, 1.5663, 2.71
506.0, 1.5650, 2.72
507.0, 1.5662, 2.71
508.0, 1.5650, 2.72
509.0, 1.5642, 2.73
510.0, 1.5652, 2.72
511.0, 1.5664, 2.71
512.0, 1.5660, 2.72
513.0, 1.5672, 2.71
514.0, 1.5665, 2.71
515.0, 1.5667, 2.71
516.0, 1.5677, 2.71
517.0, 1.5671, 2.71
518.0, 1.5688, 2.70
519.0, 1.5675, 2.71
520.0, 1.5669, 2.71
521.0, 1.5690, 2.70
522.0, 1.5688, 2.70
523.0, 1.5670, 2.71
524.0, 1.5696, 2.69
525.0, 1.5684, 2.70
526.0, 1.5694, 2.70
527.0, 1.5698, 2.69
528.0, 1.5687, 2.70
529.0, 1.5697, 2.69
530.0, 1.5722, 2.68
531.0, 1.5709, 2.69
532.0, 1.5713, 2.68
533.0, 1.5701, 2.69
534.0, 1.5701, 2.69
535.0, 1.5722, 2.68
536.0, 1.5709, 2.69
537.0, 1.5727, 2.67
538.0, 1.5724, 2.68
539.0, 1.5718, 2.68
540.0, 1.5728, 2.67
541.0, 1.5723, 2.68
542.0, 1.5713, 2.68
543.0, 1.5738, 2.67
544.0, 1.5726, 2.68
545.0, 1.5725, 2.68
546.0, 1.5735, 2.67
547.0, 1.5735, 2.67
548.0, 1.5749, 2.66
549.0, 1.5744, 2.66
550.0, 1.5748, 2.66
551.0, 1.5758, 2.66
552.0, 1.5742, 2.67
553.0, 1.5775, 2.65
554.0, 1.5769, 2.65
555.0, 1.5753, 2.66
556.0, 1.5760, 2.65
557.0, 1.5779, 2.64
558.0, 1.5763, 2.65
559.0, 1.5778, 2.64
560.0, 1.5782, 2.64
561.0, 1.5783, 2.64
562.0, 1.5787, 2.64
563.0, 1.5779, 2.64
564.0, 1.5786, 2.64
565.0, 1.5795, 2.63
566.0, 1.5781, 2.64
567.0, 1.5802, 2.63
568.0, 1.5795, 2.63
569.0, 1.5784, 2.64
570.0, 1.5806, 2.63
571.0, 1.5798, 2.63
572.0, 1.5812, 2.62
573.0, 1.5816, 2.62
574.0, 1.5798, 2.63
575.0, 1.5825, 2.62
576.0, 1.5814, 2.62
577.0, 1.5824, 2.62
578.0, 1.5823, 2.62
579.0, 1.5827, 2.61
580.0, 1.5820, 2.62
581.0, 1.5840, 2.61
582.0, 1.5834, 2.61
583.0, 1.5833, 2.61
584.0, 1.5855, 2.60
585.0, 1.5844, 2.60
586.0, 1.5867, 2.59
587.0, 1.5875, 2.59
588.0, 1.5881, 2.58
589.0, 1.5883, 2.58
590.0, 1.5893, 2.57
591.0, 1.5899, 2.57
592.0, 1.5905, 2.57
593.0, 1.5891, 2.58
594.0, 1.5905, 2.57
595.0, 1.5887, 2.58
596.0, 1.5911, 2.56
597.0, 1.5906, 2.57
598.0, 1.5907, 2.57
599.0, 1.5912, 2.56
600.0, 1.5905, 2.57
601.0, 1.5902, 2.57
602.0, 1.5911, 2.56
603.0, 1.5910, 2.56
604.0, 1.5912, 2.56
605.0, 1.5920, 2.56
606.0, 1.5920, 2.56
607.0, 1.5927, 2.55
608.0, 1.5920, 2.56
609.0, 1.5919, 2.56
610.0, 1.5931, 2.55
611.0, 1.5929, 2.55
612.0, 1.5939, 2.55
613.0, 1.5942, 2.55
614.0, 1.5935, 2.55
615.0, 1.5954, 2.54
616.0, 1.5944, 2.54
617.0, 1.5951, 2.54
618.0, 1.5972, 2.53
619.0, 1.5954, 2.54
620.0, 1.5971, 2.53
621.0, 1.5960, 2.54
622.0, 1.5962, 2.53
623.0, 1.5974, 2.53
624.0, 1.5978, 2.52
625.0, 1.5978, 2.52
626.0, 1.5979, 2.52
627.0, 1.5984, 2.52
628.0, 1.5990, 2.52
629.0, 1.5990, 2.52
630.0, 1.5990, 2.52
631.0, 1.6005, 2.51
632.0, 1.6006, 2.51
633.0, 1.6004, 2.51
634.0, 1.6009, 2.51
635.0, 1.6013, 2.50
636.0, 1.6014, 2.50
637.0, 1.6020, 2.50
638.0, 1.6018, 2.50
639.0, 1.6021, 2.50
640.0, 1.6034, 2.49
641.0, 1.6025, 2.50
642.0, 1.6047, 2.48
643.0, 1.6047, 2.48
644.0, 1.6025, 2.50
645.0, 1.6043, 2.49
646.0, 1.6039, 2.49
647.0, 1.6059, 2.48
648.0, 1.6057, 2.48
649.0, 1.6052, 2.48
650.0, 1.6060, 2.48
651.0, 1.6062, 2.48
652.0, 1.6048, 2.48
653.0, 1.6073, 2.47
654.0, 1.6073, 2.47
655.0, 1.6068, 2.47
656.0, 1.6081, 2.47
657.0, 1.6077, 2.47
658.0, 1.6086, 2.46
659.0, 1.6085, 2.46
660.0, 1.6086, 2.46
661.0, 1.6098, 2.46
662.0, 1.6090, 2.46
663.0, 1.6094, 2.46
664.0, 1.6110, 2.45
665.0, 1.6105, 2.45
666.0, 1.6103, 2.45
667.0, 1.6112, 2.45
668.0, 1.6110, 2.45
669.0, 1.6110, 2.45
670.0, 1.6112, 2.45
671.0, 1.6115, 2.45
672.0, 1.6126, 2.44
673.0, 1.6126, 2.44
674.0, 1.6132, 2.44
675.0, 1.6140, 2.43
676.0, 1.6132, 2.44
677.0, 1.6131, 2.44
678.0, 1.6141, 2.43
679.0, 1.6131, 2.44
680.0, 1.6151, 2.43
681.0, 1.6156, 2.42
682.0, 1.6150, 2.43
683.0, 1.6160, 2.42
684.0, 1.6153, 2.42
685.0, 1.6168, 2.42
686.0, 1.6176, 2.41
687.0, 1.6161, 2.42
688.0, 1.6171, 2.41
689.0, 1.6178, 2.41
690.0, 1.6174, 2.41
691.0, 1.6185, 2.41
692.0, 1.6189, 2.40
693.0, 1.6192, 2.40
694.0, 1.6193, 2.40
695.0, 1.6188, 2.41
696.0, 1.6203, 2.40
697.0, 1.6200, 2.40
698.0, 1.6202, 2.40
699.0, 1.6212, 2.39
700.0, 1.6211, 2.39
701.0, 1.6208, 2.39
702.0, 1.6215, 2.39
703.0, 1.6206, 2.40
704.0, 1.6220, 2.39
705.0, 1.6228, 2.38
706.0, 1.6215, 2.39
707.0, 1.6227, 2.38
708.0, 1.6237, 2.38
709.0, 1.6242, 2.38
710.0, 1.6241, 2.38
711.0, 1.6248, 2.37
712.0, 1.6234, 2.38
713.0, 1.6248, 2.37
714.0, 1.6247, 2.37
715.0, 1.6251, 2.37
716.0, 1.6263, 2.36
717.0, 1.6248, 2.37
718.0, 1.6264, 2.36
719.0, 1.6280, 2.36
720.0, 1.6264, 2.36
721.0, 1.6275, 2.36
722.0, 1.6274, 2.36
723.0, 1.6272, 2.36
724.0, 1.6279, 2.36
725.0, 1.6271, 2.36
726.0, 1.6291, 2.35
727.0, 1.6298, 2.35
728.0, 1.6283, 2.35
729.0, 1.6304, 2.34
730.0, 1.6298, 2.35
731.0, 1.6301, 2.34
732.0, 1.6312, 2.34
733.0, 1.6303, 2.34
734.0, 1.6319, 2.33
735.0, 1.6317, 2.33
736.0, 1.6308, 2.34
737.0, 1.6317, 2.34
738.0, 1.6326, 2.33
739.0, 1.6311, 2.34
740.0, 1.6336, 2.33
741.0, 1.6325, 2.33
742.0, 1.6334, 2.33
743.0, 1.6346, 2.32
744.0, 1.6348, 2.32
745.0, 1.6331, 2.33
746.0, 1.6346, 2.32
747.0, 1.6336, 2.32
748.0, 1.6353, 2.32
749.0, 1.6340, 2.32
750.0, 1.6348, 2.32
751.0, 1.6355, 2.31
752.0, 1.6345, 2.32
753.0, 1.6361, 2.31
754.0, 1.6367, 2.31
755.0, 1.6373, 2.31
756.0, 1.6373, 2.31
757.0, 1.6379, 2.30
758.0, 1.6365, 2.31
759.0, 1.6376, 2.30
760.0, 1.6366, 2.31
761.0, 1.6375, 2.30
762.0, 1.6383, 2.30
763.0, 1.6375, 2.30
764.0, 1.6367, 2.31
765.0, 1.6391, 2.30
766.0, 1.6385, 2.30
767.0, 1.6393, 2.29
768.0, 1.6393, 2.29
769.0, 1.6403, 2.29
770.0, 1.6406, 2.29
771.0, 1.6402, 2.29
772.0, 1.6395, 2.29
773.0, 1.6415, 2.28
774.0, 1.6390, 2.30
775.0, 1.6414, 2.28
776.0, 1.6413, 2.28
777.0, 1.6406, 2.29
778.0, 1.6416, 2.28
779.0, 1.6417, 2.28
780.0, 1.6402, 2.29
781.0, 1.6422, 2.28
782.0, 1.6427, 2.28
783.0, 1.6421, 2.28
784.0, 1.6424, 2.28
785.0, 1.6409, 2.29
786.0, 1.6442, 2.27
787.0, 1.6428, 2.28
788.0, 1.6432, 2.27
789.0, 1.6448, 2.27
790.0, 1.6432, 2.27
791.0, 1.6403, 2.29
792.0, 1.6415, 2.28
793.0, 1.6431, 2.27
794.0, 1.6437, 2.27
795.0, 1.6414, 2.28
796.0, 1.6432, 2.27
797.0, 1.6444, 2.27
798.0, 1.6422, 2.28
799.0, 1.6442, 2.27
800.0, 1.6437, 2.27
801.0, 1.6437, 2.27
802.0, 1.6452, 2.26
803.0, 1.6430, 2.27
804.0, 1.6442, 2.27
805.0, 1.6450, 2.26
806.0, 1.6444, 2.27
807.0, 1.6450, 2.26
808.0, 1.6444, 2.27
809.0, 1.6431, 2.27
810.0, 1.6457, 2.26
811.0, 1.6443, 2.27
812.0, 1.6438, 2.27
813.0, 1.6464, 2.26
814.0, 1.6439, 2.27
815.0, 1.6463, 2.26
816.0, 1.6476, 2.25
817.0, 1.6463, 2.26
818.0, 1.6473, 2.25
819.0, 1.6447, 2.27
820.0, 1.6454, 2.26
821.0, 1.6482, 2.25
822.0, 1.6455, 2.26
823.0, 1.6463, 2.26
824.0, 1.6472, 2.25
825.0, 1.6454, 2.26
826.0, 1.6484, 2.25
827.0, 1.6479, 2.25
828.0, 1.6465, 2.26
829.0, 1.6484, 2.25
830.0, 1.6473, 2.25
831.0, 1.6468, 2.26
832.0, 1.6495, 2.24
833.0, 1.6469, 2.25
834.0, 1.6482, 2.25
835.0, 1.6505, 2.24
836.0, 1.6473, 2.25
837.0, 1.6491, 2.24
838.0, 1.6480, 2.25
839.0, 1.6486, 2.25
840.0, 1.6513, 2.23
841.0, 1.6468, 2.26
842.0, 1.6507, 2.23
843.0, 1.6516, 2.23
844.0, 1.6486, 2.25
845.0, 1.6503, 2.24
846.0, 1.6505, 2.24
847.0, 1.6494, 2.24
848.0, 1.6513, 2.23
849.0, 1.6501, 2.24
850.0, 1.6535, 2.22
851.0, 1.6506, 2.24
852.0, 1.6514, 2.23
853.0, 1.6523, 2.23
854.0, 1.6516, 2.23
855.0, 1.6525, 2.23
856.0, 1.6528, 2.22
857.0, 1.6532, 2.22
858.0, 1.6536, 2.22
859.0, 1.6536, 2.22
860.0, 1.6531, 2.22
861.0, 1.6536, 2.22
862.0, 1.6548, 2.21
863.0, 1.6547, 2.21
864.0, 1.6552, 2.21
865.0, 1.6553, 2.21
866.0, 1.6554, 2.21
867.0, 1.6555, 2.21
868.0, 1.6544, 2.22
869.0, 1.6555, 2.21
870.0, 1.6566, 2.20
871.0, 1.6556, 2.21
872.0, 1.6561, 2.21
873.0, 1.6562, 2.21
874.0, 1.6568, 2.20
875.0, 1.6574, 2.20
876.0, 1.6574, 2.20
877.0, 1.6575, 2.20
878.0, 1.6581, 2.20
879.0, 1.6587, 2.19
880.0, 1.6586, 2.19
881.0, 1.6590, 2.19
882.0, 1.6589, 2.19
883.0, 1.6595, 2.19
884.0, 1.6588, 2.19
885.0, 1.6599, 2.19
886.0, 1.6609, 2.18
887.0, 1.6607, 2.18
888.0, 1.6611, 2.18
889.0, 1.6604, 2.19
890.0, 1.6613, 2.18
891.0, 1.6616, 2.18
892.0, 1.6613, 2.18
893.0, 1.6624, 2.18
894.0, 1.6637, 2.17
895.0, 1.6620, 2.18
896.0, 1.6634, 2.17
897.0, 1.6636, 2.17
898.0, 1.6628, 2.17
899.0, 1.6635, 2.17
900.0, 1.6629, 2.17
901.0, 1.6648, 2.16
902.0, 1.6655, 2.16
903.0, 1.6643, 2.17
904.0, 1.6647, 2.16
905.0, 1.6655, 2.16
906.0, 1.6647, 2.16
907.0, 1.6655, 2.16
908.0, 1.6659, 2.16
909.0, 1.6657, 2.16
910.0, 1.6666, 2.15
911.0, 1.6660, 2.16
912.0, 1.6671, 2.15
913.0, 1.6667, 2.15
914.0, 1.6674, 2.15
915.0, 1.6681, 2.15
916.0, 1.6680, 2.15
917.0, 1.6678, 2.15
918.0, 1.6684, 2.15
919.0, 1.6683, 2.15
920.0, 1.6688, 2.14
921.0, 1.6698, 2.14
922.0, 1.6688, 2.14
923.0, 1.6691, 2.14
924.0, 1.6695, 2.14
925.0, 1.6691, 2.14
926.0, 1.6707, 2.13
927.0, 1.6703, 2.14
928.0, 1.6699, 2.14
929.0, 1.6701, 2.14
930.0, 1.6713, 2.13
931.0, 1.6712, 2.13
932.0, 1.6712, 2.13
933.0, 1.6711, 2.13
934.0, 1.6725, 2.13
935.0, 1.6725, 2.13
936.0, 1.6723, 2.13
937.0, 1.6720, 2.13
938.0, 1.6726, 2.13
939.0, 1.6722, 2.13
940.0, 1.6740, 2.12
941.0, 1.6741, 2.12
942.0, 1.6732, 2.12
943.0, 1.6735, 2.12
944.0, 1.6731, 2.12
945.0, 1.6745, 2.12
946.0, 1.6745, 2.12
947.0, 1.6754, 2.11
948.0, 1.6755, 2.11
949.0, 1.6733, 2.12
950.0, 1.6754, 2.11
951.0, 1.6758, 2.11
952.0, 1.6753, 2.11
953.0, 1.6759, 2.11
954.0, 1.6764, 2.11
955.0, 1.6748, 2.11
956.0, 1.6777, 2.10
957.0, 1.6772, 2.10
958.0, 1.6763, 2.11
959.0, 1.6766, 2.11
960.0, 1.6748, 2.11
961.0, 1.6767, 2.11
962.0, 1.6770, 2.10
963.0, 1.6780, 2.10
964.0, 1.6781, 2.10
965.0, 1.6791, 2.09
966.0, 1.6782, 2.10
967.0, 1.6785, 2.10
968.0, 1.6778, 2.10
969.0, 1.6786, 2.10
970.0, 1.6794, 2.09
971.0, 1.6769, 2.10
972.0, 1.6785, 2.10
973.0, 1.6778, 2.10
974.0, 1.6790, 2.09
975.0, 1.6787, 2.10
976.0, 1.6781, 2.10
977.0, 1.6796, 2.09
978.0, 1.6797, 2.09
979.0, 1.6802, 2.09
980.0, 1.6803, 2.09
981.0, 1.6792, 2.09
982.0, 1.6800, 2.09
983.0, 1.6799, 2.09
984.0, 1.6804, 2.09
985.0, 1.6813, 2.08
986.0, 1.6798, 2.09
987.0, 1.6810, 2.08
988.0, 1.6830, 2.07
989.0, 1.6811, 2.08
990.0, 1.6812, 2.08
991.0, 1.6825, 2.08
992.0, 1.6794, 2.09
993.0, 1.6819, 2.08
994.0, 1.6827, 2.08
995.0, 1.6821, 2.08
996.0, 1.6817, 2.08
997.0, 1.6821, 2.08
998.0, 1.6819, 2.08
999.0, 1.6826, 2.08
1000.0, 1.6825, 2.08
1001.0, 1.6836, 2.07
1002.0, 1.6842, 2.07
1003.0, 1.6825, 2.08
1004.0, 1.6847, 2.07
1005.0, 1.6831, 2.07
1006.0, 1.6832, 2.07
1007.0, 1.6849, 2.07
1008.0, 1.6834, 2.07
1009.0, 1.6838, 2.07
1010.0, 1.6838, 2.07
1011.0, 1.6827, 2.08
1012.0, 1.6838, 2.07
1013.0, 1.6842, 2.07
1014.0, 1.6830, 2.08
1015.0, 1.6855, 2.06
1016.0, 1.6820, 2.08
1017.0, 1.6840, 2.07
1018.0, 1.6823, 2.08
1019.0, 1.6827, 2.08
1020.0, 1.6840, 2.07
1021.0, 1.6821, 2.08
1022.0, 1.6832, 2.07
1023.0, 1.6845, 2.07
1024.0, 1.6826, 2.08
1025.0, 1.6845, 2.07
1026.0, 1.6831, 2.07
1027.0, 1.6818, 2.08
1028.0, 1.6843, 2.07
1029.0, 1.6815, 2.08
1030.0, 1.6839, 2.07
1031.0, 1.6849, 2.07
1032.0, 1.6821, 2.08
1033.0, 1.6839, 2.07
1034.0, 1.6839, 2.07
1035.0, 1.6832, 2.07
1036.0, 1.6859, 2.06
1037.0, 1.6829, 2.08
1038.0, 1.6842, 2.07
1039.0, 1.6859, 2.06
1040.0, 1.6811, 2.08
1041.0, 1.6842, 2.07
1042.0, 1.6828, 2.08
1043.0, 1.6834, 2.07
1044.0, 1.6844, 2.07
1045.0, 1.6831, 2.07
1046.0, 1.6832, 2.07
1047.0, 1.6856, 2.06
1048.0, 1.6818, 2.08
1049.0, 1.6857, 2.06
1050.0, 1.6809, 2.08
1051.0, 1.6848, 2.07
1052.0, 1.6848, 2.07
1053.0, 1.6812, 2.08
1054.0, 1.6858, 2.06
1055.0, 1.6842, 2.07
1056.0, 1.6817, 2.08
1057.0, 1.6852, 2.06
1058.0, 1.6815, 2.08
1059.0, 1.6841, 2.07
1060.0, 1.6856, 2.06
1061.0, 1.6810, 2.08
1062.0, 1.6844, 2.07
1063.0, 1.6840, 2.07
1064.0, 1.6816, 2.08
1065.0, 1.6846, 2.07
1066.0, 1.6813, 2.08
1067.0, 1.6819, 2.08
1068.0, 1.6874, 2.05
1069.0, 1.6816, 2.08
1070.0, 1.6831, 2.07
1071.0, 1.6861, 2.06
1072.0, 1.6791, 2.09
1073.0, 1.6843, 2.07
1074.0, 1.6837, 2.07
1075.0, 1.6800, 2.09
1076.0, 1.6998, 2.00
1077.0, 1.6788, 2.09
1078.0, 1.6859, 2.06
1079.0, 1.6787, 2.10
1080.0, 1.6813, 2.08
1081.0, 1.6841, 2.07
1082.0, 1.6763, 2.11
1083.0, 1.6837, 2.07
1084.0, 1.6818, 2.08
1085.0, 1.6774, 2.10
1086.0, 1.6840, 2.07
1087.0, 1.6814, 2.08
1088.0, 1.6804, 2.09
1089.0, 1.6854, 2.06
1090.0, 1.6774, 2.10
1091.0, 1.6833, 2.07
1092.0, 1.6858, 2.06
1093.0, 1.6754, 2.11
1094.0, 1.6870, 2.06
1095.0, 1.6777, 2.10
1096.0, 1.6797, 2.09
1097.0, 1.6925, 2.03
1098.0, 1.6831, 2.07
1099.0, 1.6852, 2.06
1100.0, 1.6878, 2.05
