Sample Name, GLASS
Time, 2000/00/01 00:00:00
Operator, Windows User
Lamp, 255
Slit,0.0
Scan From, 1100.0nm
Scan To, 190.0nm
Scan Step, 1.0nm
Sample Filter, 5
memo, 
WL(nm), Abs, T%
1078.0, 0.0847, 82.29
1079.0, 0.0848, 82.26
1080.0, 0.0851, 82.21
1081.0, 0.0848, 82.26
1082.0, 0.0850, 82.23
1083.0, 0.0850, 82.23
1084.0, 0.0849, 82.24
1085.0, 0.0851, 82.20
1086.0, 0.0849, 82.25
1087.0, 0.0849, 82.25
1088.0, 0.0848, 82.27
1089.0, 0.0846, 82.31
1090.0, 0.0846, 82.29
1091.0, 0.0847, 82.28
1092.0, 0.0844, 82.33
1093.0, 0.0844, 82.34
1094.0, 0.0845, 82.33
1095.0, 0.0844, 82.33
1096.0, 0.0846, 82.31
1097.0, 0.0841, 82.39
1098.0, 0.0836, 82.49
1099.0, 0.0838, 82.45
1100.0, 0.0835, 82.50
