Sample Name, AL2
Time, 2000/00/01 00:00:00
Operator, Windows User
Lamp, 255
Slit,0.0
Scan From, 1100.0nm
Scan To, 190.0nm
Scan Step, 1.0nm
Sample Filter, 5
memo, 
850.0, 1.3981, 4.00
851.0, 1.3995, 3.99
852.0, 1.4005, 3.98
853.0, 1.4003, 3.98
854.0, 1.4008, 3.97
855.0, 1.4010, 3.97
856.0, 1.4021, 3.96
857.0, 1.4029, 3.95
858.0, 1.4032, 3.95
859.0, 1.4030, 3.95
860.0, 1.4039, 3.95
861.0, 1.4049, 3.94
862.0, 1.4044, 3.94
863.0, 1.4056, 3.93
864.0, 1.4060, 3.93
865.0, 1.4062, 3.92
866.0, 1.4069, 3.92
867.0, 1.4074, 3.91
868.0, 1.4081, 3.91
869.0, 1.4079, 3.91
870.0, 1.4089, 3.90
871.0, 1.4097, 3.89
872.0, 1.4094, 3.90
873.0, 1.4096, 3.89
874.0, 1.4107, 3.88
875.0, 1.4108, 3.88
876.0, 1.4118, 3.87
877.0, 1.4119, 3.87
878.0, 1.4121, 3.87
879.0, 1.4134, 3.86
880.0, 1.4132, 3.86
881.0, 1.4141, 3.85
882.0, 1.4147, 3.85
883.0, 1.4144, 3.85
884.0, 1.4154, 3.84
885.0, 1.4157, 3.84
886.0, 1.4156, 3.84
887.0, 1.4165, 3.83
888.0, 1.4174, 3.82
889.0, 1.4173, 3.83
890.0, 1.4182, 3.82
891.0, 1.4177, 3.82
892.0, 1.4184, 3.82
893.0, 1.4192, 3.81
894.0, 1.4194, 3.81
895.0, 1.4204, 3.80
896.0, 1.4207, 3.80
897.0, 1.4208, 3.80
898.0, 1.4218, 3.79
899.0, 1.4214, 3.79
900.0, 1.4223, 3.78
901.0, 1.4232, 3.77
902.0, 1.4231, 3.77
903.0, 1.4230, 3.78
904.0, 1.4240, 3.77
905.0, 1.4238, 3.77
906.0, 1.4245, 3.76
907.0, 1.4253, 3.76
908.0, 1.4256, 3.75
909.0, 1.4260, 3.75
910.0, 1.4269, 3.74
911.0, 1.4265, 3.75
912.0, 1.4292, 3.72
913.0, 1.4274, 3.74
914.0, 1.4278, 3.73
915.0, 1.4289, 3.72
916.0, 1.4287, 3.73
917.0, 1.4303, 3.71
918.0, 1.4298, 3.72
919.0, 1.4300, 3.71
920.0, 1.4306, 3.71
921.0, 1.4309, 3.71
922.0, 1.4305, 3.71
923.0, 1.4316, 3.70
924.0, 1.4320, 3.70
925.0, 1.4319, 3.70
926.0, 1.4330, 3.69
927.0, 1.4334, 3.69
928.0, 1.4336, 3.68
929.0, 1.4336, 3.68
930.0, 1.4344, 3.68
931.0, 1.4349, 3.67
932.0, 1.4354, 3.67
933.0, 1.4356, 3.67
934.0, 1.4360, 3.66
935.0, 1.4364, 3.66
936.0, 1.4371, 3.66
937.0, 1.4375, 3.65
938.0, 1.4377, 3.65
939.0, 1.4377, 3.65
940.0, 1.4385, 3.64
941.0, 1.4381, 3.65
942.0, 1.4391, 3.64
943.0, 1.4401, 3.63
944.0, 1.4396, 3.63
945.0, 1.4404, 3.63
946.0, 1.4401, 3.63
947.0, 1.4412, 3.62
948.0, 1.4416, 3.62
949.0, 1.4420, 3.61
950.0, 1.4421, 3.61
951.0, 1.4417, 3.62
952.0, 1.4422, 3.61
953.0, 1.4442, 3.60
954.0, 1.4436, 3.60
955.0, 1.4435, 3.60
956.0, 1.4440, 3.60
957.0, 1.4451, 3.59
958.0, 1.4443, 3.60
959.0, 1.4454, 3.59
960.0, 1.4457, 3.58
961.0, 1.4455, 3.59
962.0, 1.4465, 3.58
963.0, 1.4463, 3.58
964.0, 1.4473, 3.57
965.0, 1.4464, 3.58
966.0, 1.4480, 3.56
967.0, 1.4480, 3.56
968.0, 1.4479, 3.57
969.0, 1.4486, 3.56
970.0, 1.4487, 3.56
971.0, 1.4489, 3.56
972.0, 1.4487, 3.56
973.0, 1.4482, 3.56
974.0, 1.4499, 3.55
975.0, 1.4501, 3.55
976.0, 1.4498, 3.55
977.0, 1.4516, 3.54
978.0, 1.4510, 3.54
979.0, 1.4514, 3.54
980.0, 1.4518, 3.53
981.0, 1.4513, 3.54
982.0, 1.4529, 3.52
983.0, 1.4528, 3.53
984.0, 1.4521, 3.53
985.0, 1.4538, 3.52
986.0, 1.4535, 3.52
987.0, 1.4537, 3.52
988.0, 1.4545, 3.51
989.0, 1.4542, 3.51
990.0, 1.4555, 3.50
991.0, 1.4555, 3.50
992.0, 1.4548, 3.51
993.0, 1.4555, 3.50
994.0, 1.4564, 3.50
995.0, 1.4562, 3.50
996.0, 1.4571, 3.49
997.0, 1.4563, 3.50
998.0, 1.4569, 3.49
999.0, 1.4581, 3.48
1000.0, 1.4575, 3.49
1001.0, 1.4589, 3.48
1002.0, 1.4587, 3.48
1003.0, 1.4580, 3.48
1004.0, 1.4587, 3.48
1005.0, 1.4587, 3.48
1006.0, 1.4582, 3.48
1007.0, 1.4602, 3.47
1008.0, 1.4604, 3.46
1009.0, 1.4598, 3.47
1010.0, 1.4595, 3.47
1011.0, 1.4603, 3.46
1012.0, 1.4604, 3.46
1013.0, 1.4615, 3.46
1014.0, 1.4607, 3.46
1015.0, 1.4618, 3.45
1016.0, 1.4598, 3.47
1017.0, 1.4612, 3.46
1018.0, 1.4609, 3.46
1019.0, 1.4609, 3.46
1020.0, 1.4618, 3.45
1021.0, 1.4616, 3.45
1022.0, 1.4616, 3.45
1023.0, 1.4631, 3.44
1024.0, 1.4616, 3.45
1025.0, 1.4635, 3.44
1026.0, 1.4636, 3.44
1027.0, 1.4628, 3.45
1028.0, 1.4638, 3.44
1029.0, 1.4636, 3.44
1030.0, 1.4632, 3.44
1031.0, 1.4652, 3.43
1032.0, 1.4622, 3.45
1033.0, 1.4641, 3.43
1034.0, 1.4657, 3.42
1035.0, 1.4646, 3.43
1036.0, 1.4651, 3.43
1037.0, 1.4652, 3.43
1038.0, 1.4654, 3.42
1039.0, 1.4660, 3.42
1040.0, 1.4654, 3.42
1041.0, 1.4659, 3.42
1042.0, 1.4676, 3.41
1043.0, 1.4644, 3.43
1044.0, 1.4667, 3.41
1045.0, 1.4673, 3.41
1046.0, 1.4658, 3.42
1047.0, 1.4671, 3.41
1048.0, 1.4642, 3.43
1049.0, 1.4675, 3.41
1050.0, 1.4671, 3.41
1051.0, 1.4677, 3.41
1052.0, 1.4695, 3.39
1053.0, 1.4675, 3.41
1054.0, 1.4682, 3.40
1055.0, 1.4710, 3.38
1056.0, 1.4675, 3.41
1057.0, 1.4694, 3.39
1058.0, 1.4704, 3.38
1059.0, 1.4674, 3.41
1060.0, 1.4708, 3.38
1061.0, 1.4688, 3.40
1062.0, 1.4674, 3.41
1063.0, 1.4721, 3.37
1064.0, 1.4689, 3.40
1065.0, 1.4701, 3.39
1066.0, 1.4741, 3.36
1067.0, 1.4691, 3.40
1068.0, 1.4723, 3.37
1069.0, 1.4711, 3.38
1070.0, 1.4695, 3.39
1071.0, 1.4729, 3.37
1072.0, 1.4705, 3.38
1073.0, 1.4701, 3.39
1074.0, 1.4735, 3.36
1075.0, 1.4706, 3.38
1076.0, 1.4798, 3.31
1077.0, 1.4693, 3.39
1078.0, 1.4724, 3.37
1079.0, 1.4724, 3.37
1080.0, 1.4700, 3.39
1081.0, 1.4741, 3.36
1082.0, 1.4734, 3.36
1083.0, 1.4706, 3.38
1084.0, 1.4735, 3.36
1085.0, 1.4689, 3.40
1086.0, 1.4690, 3.40
1087.0, 1.4735, 3.36
1088.0, 1.4668, 3.41
1089.0, 1.4715, 3.38
1090.0, 1.4722, 3.37
1091.0, 1.4666, 3.42
1092.0, 1.4748, 3.35
1093.0, 1.4706, 3.38
1094.0, 1.4658, 3.42
1095.0, 1.4718, 3.37
1096.0, 1.4588, 3.48
1097.0, 1.4586, 3.48
1098.0, 1.4600, 3.47
1099.0, 1.4561, 3.50
1100.0, 1.4604, 3.46
