Sample Name, 60.40
Time, 2000/00/01 00:00:00
Operator, Windows User
Lamp, 255
Slit,0.0
Scan From, 1100.0nm
Scan To, 190.0nm
Scan Step, 1.0nm
Sample Filter, 5
memo, 
815.0, 0.6189, 24.05
816.0, 0.6185, 24.07
817.0, 0.6182, 24.09
818.0, 0.6179, 24.10
819.0, 0.6175, 24.13
820.0, 0.6174, 24.13
821.0, 0.6169, 24.16
822.0, 0.6167, 24.17
823.0, 0.6165, 24.18
824.0, 0.6159, 24.21
825.0, 0.6158, 24.22
826.0, 0.6156, 24.23
827.0, 0.6151, 24.26
828.0, 0.6150, 24.27
829.0, 0.6146, 24.29
830.0, 0.6143, 24.31
831.0, 0.6141, 24.32
832.0, 0.6138, 24.33
833.0, 0.6134, 24.35
834.0, 0.6135, 24.35
835.0, 0.6130, 24.38
836.0, 0.6127, 24.39
837.0, 0.6127, 24.40
838.0, 0.6119, 24.44
839.0, 0.6119, 24.44
840.0, 0.6116, 24.46
841.0, 0.6112, 24.48
842.0, 0.6110, 24.49
843.0, 0.6107, 24.51
844.0, 0.6103, 24.53
845.0, 0.6104, 24.52
846.0, 0.6098, 24.56
847.0, 0.6098, 24.56
848.0, 0.6095, 24.57
849.0, 0.6090, 24.61
850.0, 0.6091, 24.60
851.0, 0.6082, 24.65
852.0, 0.6080, 24.66
853.0, 0.6077, 24.68
854.0, 0.6076, 24.69
855.0, 0.6075, 24.69
856.0, 0.6072, 24.70
857.0, 0.6069, 24.72
858.0, 0.6068, 24.73
859.0, 0.6065, 24.74
860.0, 0.6063, 24.76
861.0, 0.6060, 24.77
862.0, 0.6058, 24.79
863.0, 0.6056, 24.80
864.0, 0.6053, 24.82
865.0, 0.6050, 24.83
866.0, 0.6049, 24.84
867.0, 0.6046, 24.85
868.0, 0.6046, 24.86
869.0, 0.6042, 24.88
870.0, 0.6040, 24.89
871.0, 0.6037, 24.91
872.0, 0.6035, 24.92
873.0, 0.6032, 24.94
874.0, 0.6030, 24.95
875.0, 0.6027, 24.96
876.0, 0.6025, 24.97
877.0, 0.6022, 24.99
878.0, 0.6020, 25.00
879.0, 0.6018, 25.02
880.0, 0.6014, 25.04
881.0, 0.6013, 25.04
882.0, 0.6010, 25.06
883.0, 0.6008, 25.07
884.0, 0.6005, 25.09
885.0, 0.6003, 25.10
886.0, 0.6001, 25.11
887.0, 0.5998, 25.13
888.0, 0.5995, 25.15
889.0, 0.5993, 25.16
890.0, 0.5991, 25.17
891.0, 0.5989, 25.18
892.0, 0.5987, 25.20
893.0, 0.5984, 25.21
894.0, 0.5981, 25.23
895.0, 0.5980, 25.24
896.0, 0.5977, 25.25
897.0, 0.5974, 25.27
898.0, 0.5972, 25.28
899.0, 0.5970, 25.29
900.0, 0.5968, 25.31
901.0, 0.5965, 25.32
902.0, 0.5961, 25.34
903.0, 0.5960, 25.35
904.0, 0.5958, 25.36
905.0, 0.5955, 25.38
906.0, 0.5952, 25.40
907.0, 0.5951, 25.40
908.0, 0.5949, 25.42
909.0, 0.5946, 25.43
910.0, 0.5942, 25.45
911.0, 0.5941, 25.46
912.0, 0.5938, 25.48
913.0, 0.5936, 25.49
914.0, 0.5934, 25.50
915.0, 0.5932, 25.52
916.0, 0.5928, 25.54
917.0, 0.5926, 25.55
918.0, 0.5922, 25.57
919.0, 0.5921, 25.58
920.0, 0.5919, 25.59
921.0, 0.5916, 25.61
922.0, 0.5914, 25.62
923.0, 0.5911, 25.64
924.0, 0.5909, 25.65
925.0, 0.5908, 25.66
926.0, 0.5904, 25.68
927.0, 0.5901, 25.70
928.0, 0.5899, 25.71
929.0, 0.5897, 25.72
930.0, 0.5894, 25.74
931.0, 0.5892, 25.75
932.0, 0.5888, 25.78
933.0, 0.5887, 25.78
934.0, 0.5884, 25.80
935.0, 0.5881, 25.81
936.0, 0.5880, 25.83
937.0, 0.5876, 25.85
938.0, 0.5874, 25.86
939.0, 0.5873, 25.87
940.0, 0.5869, 25.89
941.0, 0.5868, 25.89
942.0, 0.5864, 25.92
943.0, 0.5863, 25.92
944.0, 0.5861, 25.94
945.0, 0.5858, 25.95
946.0, 0.5855, 25.97
947.0, 0.5852, 25.99
948.0, 0.5851, 26.00
949.0, 0.5847, 26.02
950.0, 0.5845, 26.03
951.0, 0.5843, 26.05
952.0, 0.5840, 26.06
953.0, 0.5837, 26.08
954.0, 0.5834, 26.10
955.0, 0.5834, 26.09
956.0, 0.5831, 26.12
957.0, 0.5829, 26.13
958.0, 0.5828, 26.13
959.0, 0.5825, 26.15
960.0, 0.5824, 26.16
961.0, 0.5821, 26.18
962.0, 0.5817, 26.20
963.0, 0.5816, 26.20
964.0, 0.5814, 26.22
965.0, 0.5811, 26.24
966.0, 0.5807, 26.26
967.0, 0.5806, 26.27
968.0, 0.5803, 26.29
969.0, 0.5801, 26.30
970.0, 0.5798, 26.32
971.0, 0.5796, 26.33
972.0, 0.5782, 26.41
973.0, 0.5782, 26.41
974.0, 0.5779, 26.43
975.0, 0.5778, 26.44
976.0, 0.5777, 26.44
977.0, 0.5775, 26.46
978.0, 0.5772, 26.47
979.0, 0.5772, 26.47
980.0, 0.5769, 26.49
981.0, 0.5769, 26.49
982.0, 0.5767, 26.50
983.0, 0.5763, 26.53
984.0, 0.5763, 26.53
985.0, 0.5760, 26.54
986.0, 0.5758, 26.56
987.0, 0.5756, 26.57
988.0, 0.5754, 26.59
989.0, 0.5752, 26.60
990.0, 0.5751, 26.60
991.0, 0.5746, 26.63
992.0, 0.5745, 26.64
993.0, 0.5743, 26.65
994.0, 0.5741, 26.67
995.0, 0.5740, 26.67
996.0, 0.5736, 26.69
997.0, 0.5735, 26.70
998.0, 0.5733, 26.71
999.0, 0.5729, 26.74
1000.0, 0.5728, 26.74
1001.0, 0.5725, 26.76
1002.0, 0.5723, 26.77
1003.0, 0.5721, 26.78
1004.0, 0.5718, 26.81
1005.0, 0.5716, 26.82
1006.0, 0.5714, 26.83
1007.0, 0.5710, 26.85
1008.0, 0.5707, 26.87
1009.0, 0.5704, 26.89
1010.0, 0.5703, 26.90
1011.0, 0.5701, 26.91
1012.0, 0.5698, 26.93
1013.0, 0.5696, 26.94
1014.0, 0.5695, 26.95
1015.0, 0.5690, 26.98
1016.0, 0.5688, 26.99
1017.0, 0.5676, 27.06
1018.0, 0.5674, 27.07
1019.0, 0.5676, 27.07
1020.0, 0.5672, 27.09
1021.0, 0.5672, 27.09
1022.0, 0.5672, 27.09
1023.0, 0.5667, 27.12
1024.0, 0.5668, 27.12
1025.0, 0.5665, 27.14
1026.0, 0.5662, 27.15
1027.0, 0.5662, 27.15
1028.0, 0.5658, 27.18
1029.0, 0.5657, 27.18
1030.0, 0.5655, 27.19
1031.0, 0.5652, 27.22
1032.0, 0.5651, 27.22
1033.0, 0.5652, 27.22
1034.0, 0.5645, 27.26
1035.0, 0.5647, 27.25
1036.0, 0.5643, 27.27
1037.0, 0.5640, 27.29
1038.0, 0.5642, 27.27
1039.0, 0.5636, 27.32
1040.0, 0.5635, 27.32
1041.0, 0.5634, 27.32
1042.0, 0.5630, 27.36
1043.0, 0.5631, 27.34
1044.0, 0.5628, 27.36
1045.0, 0.5624, 27.39
1046.0, 0.5627, 27.37
1047.0, 0.5622, 27.40
1048.0, 0.5615, 27.45
1049.0, 0.5608, 27.49
1050.0, 0.5606, 27.50
1051.0, 0.5609, 27.49
1052.0, 0.5604, 27.52
1053.0, 0.5607, 27.50
1054.0, 0.5608, 27.49
1055.0, 0.5599, 27.55
1056.0, 0.5604, 27.52
1057.0, 0.5601, 27.53
1058.0, 0.5597, 27.56
1059.0, 0.5600, 27.54
1060.0, 0.5593, 27.59
1061.0, 0.5594, 27.58
1062.0, 0.5595, 27.57
1063.0, 0.5587, 27.63
1064.0, 0.5592, 27.59
1065.0, 0.5594, 27.58
1066.0, 0.5587, 27.62
1067.0, 0.5593, 27.59
1068.0, 0.5588, 27.62
1069.0, 0.5587, 27.63
1070.0, 0.5589, 27.61
1071.0, 0.5583, 27.65
1072.0, 0.5585, 27.64
1073.0, 0.5584, 27.64
1074.0, 0.5574, 27.71
1075.0, 0.5584, 27.64
1076.0, 0.5588, 27.62
1077.0, 0.5568, 27.75
1078.0, 0.5565, 27.77
1079.0, 0.5561, 27.79
1080.0, 0.5568, 27.74
1081.0, 0.5559, 27.80
1082.0, 0.5561, 27.79
1083.0, 0.5562, 27.78
1084.0, 0.5549, 27.87
1085.0, 0.5552, 27.85
1086.0, 0.5548, 27.87
1087.0, 0.5541, 27.92
1088.0, 0.5549, 27.86
1089.0, 0.5536, 27.95
1090.0, 0.5536, 27.95
1091.0, 0.5542, 27.91
1092.0, 0.5528, 28.00
1093.0, 0.5532, 27.98
1094.0, 0.5524, 28.03
1095.0, 0.5498, 28.20
1096.0, 0.5486, 28.28
1097.0, 0.5463, 28.42
1098.0, 0.5441, 28.57
1099.0, 0.5451, 28.50
1100.0, 0.5450, 28.51
