Sample Name, 55.45
Time, 2000/00/01 00:00:00
Operator, Windows User
Lamp, 255
Slit,0.0
Scan From, 1100.0nm
Scan To, 190.0nm
Scan Step, 1.0nm
Sample Filter, 5
memo, 
277.0, 3.5452, 0.03
278.0, 3.5431, 0.03
279.0, 4.0857, 0.01
280.0, 3.5401, 0.03
281.0, 3.6057, 0.02
282.0, 4.0821, 0.01
283.0, 3.4278, 0.04
284.0, 4.0800, 0.01
285.0, 3.6019, 0.03
286.0, 3.4756, 0.03
287.0, 4.0768, 0.01
288.0, 3.7751, 0.02
289.0, 3.5985, 0.03
290.0, 4.0758, 0.01
291.0, 3.5986, 0.03
292.0, 3.8996, 0.01
293.0, 3.8995, 0.01
294.0, 3.5310, 0.03
295.0, 4.0744, 0.01
296.0, 3.5291, 0.03
297.0, 3.5275, 0.03
298.0, 4.0694, 0.01
299.0, 3.5894, 0.03
300.0, 3.5198, 0.03
301.0, 4.0608, 0.01
302.0, 3.5801, 0.03
303.0, 3.8778, 0.01
304.0, 3.7488, 0.02
305.0, 3.5017, 0.03
306.0, 3.8656, 0.01
307.0, 3.6392, 0.02
308.0, 3.7319, 0.02
309.0, 4.3293, 0.00
310.0, 3.4208, 0.04
311.0, 3.7167, 0.02
312.0, 3.8366, 0.01
313.0, 4.3090, 0.00
314.0, 3.9978, 0.01
315.0, 3.5532, 0.03
316.0, 4.2886, 0.01
317.0, 3.6809, 0.02
318.0, 3.4994, 0.03
319.0, 4.2719, 0.01
320.0, 3.4885, 0.03
321.0, 3.7175, 0.02
322.0, 4.0795, 0.01
323.0, 3.3467, 0.05
324.0, 3.8460, 0.01
325.0, 3.6350, 0.02
326.0, 3.3848, 0.04
327.0, 4.0463, 0.01
328.0, 3.3703, 0.04
329.0, 3.3056, 0.05
330.0, 3.8036, 0.02
331.0, 3.1734, 0.07
332.0, 3.1260, 0.07
333.0, 3.1578, 0.07
334.0, 2.8398, 0.14
335.0, 2.8753, 0.13
336.0, 2.7272, 0.19
337.0, 2.6015, 0.25
338.0, 2.5705, 0.27
339.0, 2.4397, 0.36
340.0, 2.3329, 0.46
341.0, 2.3407, 0.46
342.0, 2.2425, 0.57
343.0, 2.1539, 0.70
344.0, 2.1415, 0.72
345.0, 2.0481, 0.90
346.0, 2.0090, 0.98
347.0, 1.9790, 1.05
348.0, 1.9152, 1.22
349.0, 1.8882, 1.29
350.0, 1.8497, 1.41
351.0, 1.8009, 1.58
352.0, 1.7755, 1.68
353.0, 1.7301, 1.86
354.0, 1.6862, 2.06
355.0, 1.6632, 2.17
356.0, 1.6234, 2.38
357.0, 1.5984, 2.52
358.0, 1.5710, 2.69
359.0, 1.5355, 2.91
360.0, 1.5165, 3.04
361.0, 1.4884, 3.25
362.0, 1.4627, 3.45
363.0, 1.4471, 3.57
364.0, 1.4191, 3.81
365.0, 1.3990, 3.99
366.0, 1.3789, 4.18
367.0, 1.3549, 4.42
368.0, 1.3403, 4.57
369.0, 1.3210, 4.78
370.0, 1.2899, 5.13
371.0, 1.2867, 5.17
372.0, 1.2647, 5.44
373.0, 1.2511, 5.61
374.0, 1.2370, 5.79
375.0, 1.2192, 6.04
376.0, 1.2079, 6.20
377.0, 1.1933, 6.41
378.0, 1.1783, 6.63
379.0, 1.1678, 6.80
380.0, 1.1538, 7.02
381.0, 1.1428, 7.20
382.0, 1.1328, 7.37
383.0, 1.1203, 7.58
384.0, 1.1110, 7.75
385.0, 1.1018, 7.91
386.0, 1.0909, 8.11
387.0, 1.0843, 8.23
388.0, 1.0757, 8.40
389.0, 1.0664, 8.58
390.0, 1.0601, 8.71
391.0, 1.0495, 8.92
392.0, 1.0418, 9.08
393.0, 1.0329, 9.27
394.0, 1.0261, 9.42
395.0, 1.0191, 9.57
396.0, 1.0119, 9.73
397.0, 1.0069, 9.84
398.0, 1.0003, 9.99
399.0, 0.9942, 10.14
400.0, 0.9895, 10.24
401.0, 0.9833, 10.39
402.0, 0.9774, 10.53
403.0, 0.9729, 10.64
404.0, 0.9671, 10.79
405.0, 0.9634, 10.88
406.0, 0.9583, 11.01
407.0, 0.9535, 11.13
408.0, 0.9501, 11.22
409.0, 0.9457, 11.33
410.0, 0.9423, 11.42
411.0, 0.9390, 11.51
412.0, 0.9342, 11.64
413.0, 0.9301, 11.75
414.0, 0.9263, 11.85
415.0, 0.9221, 11.96
416.0, 0.9194, 12.04
417.0, 0.9159, 12.14
418.0, 0.9123, 12.24
419.0, 0.9097, 12.31
420.0, 0.9061, 12.41
421.0, 0.9041, 12.47
422.0, 0.9013, 12.55
423.0, 0.8980, 12.65
424.0, 0.8958, 12.71
425.0, 0.8932, 12.79
426.0, 0.8903, 12.88
427.0, 0.8881, 12.94
428.0, 0.8854, 13.02
429.0, 0.8830, 13.09
430.0, 0.8812, 13.15
431.0, 0.8784, 13.23
432.0, 0.8768, 13.28
433.0, 0.8743, 13.36
434.0, 0.8719, 13.43
435.0, 0.8703, 13.48
436.0, 0.8681, 13.55
437.0, 0.8659, 13.62
438.0, 0.8640, 13.68
439.0, 0.8617, 13.75
440.0, 0.8598, 13.81
441.0, 0.8584, 13.85
442.0, 0.8562, 13.92
443.0, 0.8548, 13.97
444.0, 0.8533, 14.02
445.0, 0.8511, 14.09
446.0, 0.8503, 14.12
447.0, 0.8484, 14.18
448.0, 0.8467, 14.23
449.0, 0.8459, 14.26
450.0, 0.8438, 14.33
451.0, 0.8349, 14.63
452.0, 0.8342, 14.65
453.0, 0.8321, 14.72
454.0, 0.8303, 14.78
455.0, 0.8295, 14.81
456.0, 0.8276, 14.87
457.0, 0.8263, 14.92
458.0, 0.8253, 14.95
459.0, 0.8235, 15.01
460.0, 0.8226, 15.04
461.0, 0.8210, 15.10
462.0, 0.8193, 15.16
463.0, 0.8186, 15.18
464.0, 0.8170, 15.24
465.0, 0.8156, 15.29
466.0, 0.8146, 15.32
467.0, 0.8130, 15.38
468.0, 0.8123, 15.41
469.0, 0.8112, 15.45
470.0, 0.8099, 15.49
471.0, 0.8091, 15.52
472.0, 0.8078, 15.57
473.0, 0.8067, 15.60
474.0, 0.8056, 15.65
475.0, 0.8038, 15.71
476.0, 0.8027, 15.75
477.0, 0.8023, 15.77
478.0, 0.8006, 15.83
479.0, 0.7996, 15.86
480.0, 0.7986, 15.90
481.0, 0.7972, 15.95
482.0, 0.7969, 15.96
483.0, 0.7955, 16.02
484.0, 0.7945, 16.05
485.0, 0.7936, 16.08
486.0, 0.7923, 16.13
487.0, 0.7919, 16.15
488.0, 0.7905, 16.20
489.0, 0.7898, 16.22
490.0, 0.7887, 16.27
491.0, 0.7876, 16.31
492.0, 0.7870, 16.33
493.0, 0.7856, 16.38
494.0, 0.7850, 16.41
495.0, 0.7842, 16.44
496.0, 0.7829, 16.48
497.0, 0.7828, 16.49
498.0, 0.7814, 16.54
499.0, 0.7805, 16.58
500.0, 0.7797, 16.61
501.0, 0.7787, 16.65
502.0, 0.7775, 16.69
503.0, 0.7770, 16.71
504.0, 0.7770, 16.71
505.0, 0.7752, 16.78
506.0, 0.7745, 16.81
507.0, 0.7739, 16.83
508.0, 0.7735, 16.85
509.0, 0.7722, 16.90
510.0, 0.7711, 16.94
511.0, 0.7705, 16.96
512.0, 0.7695, 17.00
513.0, 0.7685, 17.04
514.0, 0.7679, 17.06
515.0, 0.7671, 17.10
516.0, 0.7664, 17.13
517.0, 0.7658, 17.15
518.0, 0.7649, 17.18
519.0, 0.7641, 17.21
520.0, 0.7635, 17.24
521.0, 0.7624, 17.28
522.0, 0.7618, 17.31
523.0, 0.7608, 17.34
524.0, 0.7603, 17.36
525.0, 0.7595, 17.40
526.0, 0.7588, 17.42
527.0, 0.7581, 17.45
528.0, 0.7576, 17.48
529.0, 0.7569, 17.50
530.0, 0.7563, 17.53
531.0, 0.7558, 17.55
532.0, 0.7550, 17.58
533.0, 0.7543, 17.61
534.0, 0.7534, 17.64
535.0, 0.7527, 17.67
536.0, 0.7518, 17.71
537.0, 0.7513, 17.73
538.0, 0.7507, 17.76
539.0, 0.7499, 17.79
540.0, 0.7494, 17.81
541.0, 0.7489, 17.83
542.0, 0.7482, 17.86
543.0, 0.7476, 17.88
544.0, 0.7472, 17.90
545.0, 0.7464, 17.93
546.0, 0.7460, 17.95
547.0, 0.7451, 17.99
548.0, 0.7446, 18.01
549.0, 0.7440, 18.03
550.0, 0.7431, 18.07
551.0, 0.7426, 18.09
552.0, 0.7421, 18.11
553.0, 0.7412, 18.15
554.0, 0.7403, 18.18
555.0, 0.7398, 18.21
556.0, 0.7386, 18.25
557.0, 0.7382, 18.27
558.0, 0.7373, 18.31
559.0, 0.7364, 18.35
560.0, 0.7360, 18.36
561.0, 0.7354, 18.39
562.0, 0.7348, 18.41
563.0, 0.7345, 18.43
564.0, 0.7336, 18.47
565.0, 0.7335, 18.47
566.0, 0.7330, 18.49
567.0, 0.7319, 18.54
568.0, 0.7316, 18.55
569.0, 0.7306, 18.59
570.0, 0.7299, 18.63
571.0, 0.7290, 18.66
572.0, 0.7282, 18.70
573.0, 0.7273, 18.74
574.0, 0.7269, 18.75
575.0, 0.7260, 18.79
576.0, 0.7256, 18.81
577.0, 0.7252, 18.83
578.0, 0.7243, 18.87
579.0, 0.7240, 18.88
580.0, 0.7233, 18.91
581.0, 0.7227, 18.94
582.0, 0.7222, 18.96
583.0, 0.7215, 18.99
584.0, 0.7212, 19.00
585.0, 0.7207, 19.02
586.0, 0.7162, 19.22
587.0, 0.7157, 19.25
588.0, 0.7151, 19.27
589.0, 0.7148, 19.29
590.0, 0.7143, 19.31
591.0, 0.7138, 19.33
592.0, 0.7134, 19.35
593.0, 0.7129, 19.37
594.0, 0.7120, 19.41
595.0, 0.7115, 19.43
596.0, 0.7109, 19.46
597.0, 0.7104, 19.48
598.0, 0.7102, 19.49
599.0, 0.7096, 19.52
600.0, 0.7091, 19.54
601.0, 0.7085, 19.57
602.0, 0.7071, 19.63
603.0, 0.7067, 19.65
604.0, 0.7060, 19.68
605.0, 0.7058, 19.69
606.0, 0.7054, 19.71
607.0, 0.7050, 19.72
608.0, 0.7044, 19.75
609.0, 0.7037, 19.78
610.0, 0.7035, 19.79
611.0, 0.7031, 19.81
612.0, 0.7025, 19.84
613.0, 0.7020, 19.86
614.0, 0.7015, 19.88
615.0, 0.7011, 19.90
616.0, 0.7008, 19.92
617.0, 0.7000, 19.95
618.0, 0.6996, 19.97
619.0, 0.6991, 20.00
620.0, 0.6986, 20.02
621.0, 0.6982, 20.04
622.0, 0.6977, 20.06
623.0, 0.6972, 20.08
624.0, 0.6969, 20.09
625.0, 0.6963, 20.12
626.0, 0.6960, 20.14
627.0, 0.6957, 20.15
628.0, 0.6951, 20.18
629.0, 0.6947, 20.20
630.0, 0.6943, 20.22
631.0, 0.6935, 20.25
632.0, 0.6934, 20.26
633.0, 0.6928, 20.29
634.0, 0.6922, 20.31
635.0, 0.6920, 20.32
636.0, 0.6912, 20.36
637.0, 0.6909, 20.38
638.0, 0.6904, 20.40
639.0, 0.6899, 20.42
640.0, 0.6895, 20.44
641.0, 0.6890, 20.46
642.0, 0.6886, 20.48
643.0, 0.6880, 20.51
644.0, 0.6876, 20.53
645.0, 0.6872, 20.55
646.0, 0.6868, 20.57
647.0, 0.6863, 20.59
648.0, 0.6860, 20.61
649.0, 0.6855, 20.63
650.0, 0.6851, 20.65
651.0, 0.6847, 20.67
652.0, 0.6843, 20.69
653.0, 0.6839, 20.71
654.0, 0.6835, 20.73
655.0, 0.6829, 20.76
656.0, 0.6822, 20.79
657.0, 0.6822, 20.79
658.0, 0.6816, 20.82
659.0, 0.6811, 20.84
660.0, 0.6807, 20.86
661.0, 0.6804, 20.88
662.0, 0.6800, 20.89
663.0, 0.6796, 20.91
664.0, 0.6791, 20.93
665.0, 0.6789, 20.95
666.0, 0.6783, 20.97
667.0, 0.6779, 20.99
668.0, 0.6776, 21.01
669.0, 0.6770, 21.04
670.0, 0.6767, 21.05
671.0, 0.6765, 21.06
672.0, 0.6760, 21.09
673.0, 0.6755, 21.11
674.0, 0.6749, 21.14
675.0, 0.6747, 21.15
676.0, 0.6743, 21.17
677.0, 0.6738, 21.20
678.0, 0.6735, 21.21
679.0, 0.6730, 21.23
680.0, 0.6724, 21.26
681.0, 0.6722, 21.27
682.0, 0.6718, 21.29
683.0, 0.6711, 21.32
684.0, 0.6710, 21.33
685.0, 0.6706, 21.35
686.0, 0.6701, 21.37
687.0, 0.6699, 21.38
688.0, 0.6695, 21.40
689.0, 0.6692, 21.42
690.0, 0.6687, 21.44
691.0, 0.6682, 21.47
692.0, 0.6679, 21.48
693.0, 0.6674, 21.51
694.0, 0.6670, 21.53
695.0, 0.6667, 21.54
696.0, 0.6660, 21.58
697.0, 0.6657, 21.59
698.0, 0.6655, 21.60
699.0, 0.6650, 21.63
700.0, 0.6647, 21.64
701.0, 0.6641, 21.67
702.0, 0.6639, 21.68
703.0, 0.6635, 21.70
704.0, 0.6631, 21.72
705.0, 0.6627, 21.74
706.0, 0.6623, 21.76
707.0, 0.6619, 21.78
708.0, 0.6617, 21.79
709.0, 0.6614, 21.81
710.0, 0.6606, 21.85
711.0, 0.6606, 21.85
712.0, 0.6603, 21.86
713.0, 0.6601, 21.87
714.0, 0.6593, 21.91
715.0, 0.6589, 21.93
716.0, 0.6588, 21.94
717.0, 0.6582, 21.97
718.0, 0.6575, 22.00
719.0, 0.6575, 22.00
720.0, 0.6572, 22.02
721.0, 0.6564, 22.06
722.0, 0.6568, 22.04
723.0, 0.6558, 22.09
724.0, 0.6555, 22.11
725.0, 0.6558, 22.09
726.0, 0.6552, 22.12
727.0, 0.6544, 22.16
728.0, 0.6544, 22.16
729.0, 0.6540, 22.18
730.0, 0.6539, 22.19
731.0, 0.6532, 22.22
732.0, 0.6530, 22.23
733.0, 0.6526, 22.25
734.0, 0.6523, 22.27
735.0, 0.6519, 22.29
736.0, 0.6515, 22.31
737.0, 0.6512, 22.33
738.0, 0.6509, 22.34
739.0, 0.6504, 22.37
740.0, 0.6501, 22.38
741.0, 0.6497, 22.40
742.0, 0.6492, 22.43
743.0, 0.6491, 22.43
744.0, 0.6486, 22.46
745.0, 0.6483, 22.48
746.0, 0.6480, 22.49
747.0, 0.6476, 22.51
748.0, 0.6482, 22.48
749.0, 0.6470, 22.54
750.0, 0.6467, 22.56
751.0, 0.6463, 22.58
752.0, 0.6462, 22.59
753.0, 0.6455, 22.62
754.0, 0.6452, 22.64
755.0, 0.6449, 22.65
756.0, 0.6444, 22.68
757.0, 0.6442, 22.69
758.0, 0.6437, 22.71
759.0, 0.6434, 22.73
760.0, 0.6432, 22.74
761.0, 0.6427, 22.77
762.0, 0.6426, 22.77
763.0, 0.6421, 22.80
764.0, 0.6417, 22.82
765.0, 0.6413, 22.84
766.0, 0.6412, 22.85
767.0, 0.6405, 22.88
768.0, 0.6405, 22.88
769.0, 0.6400, 22.91
770.0, 0.6396, 22.93
771.0, 0.6395, 22.94
772.0, 0.6391, 22.96
773.0, 0.6389, 22.97
774.0, 0.6386, 22.98
775.0, 0.6380, 23.01
776.0, 0.6377, 23.03
777.0, 0.6376, 23.04
778.0, 0.6369, 23.07
779.0, 0.6367, 23.09
780.0, 0.6364, 23.10
781.0, 0.6360, 23.12
782.0, 0.6356, 23.14
783.0, 0.6353, 23.16
784.0, 0.6351, 23.17
785.0, 0.6348, 23.18
786.0, 0.6344, 23.21
787.0, 0.6341, 23.22
788.0, 0.6337, 23.24
789.0, 0.6334, 23.26
790.0, 0.6332, 23.27
791.0, 0.6326, 23.30
792.0, 0.6313, 23.37
793.0, 0.6308, 23.40
794.0, 0.6307, 23.41
795.0, 0.6307, 23.41
796.0, 0.6302, 23.43
797.0, 0.6301, 23.43
798.0, 0.6297, 23.46
799.0, 0.6293, 23.48
800.0, 0.6293, 23.48
801.0, 0.6288, 23.51
802.0, 0.6285, 23.52
803.0, 0.6284, 23.53
804.0, 0.6280, 23.55
805.0, 0.6279, 23.56
806.0, 0.6277, 23.57
807.0, 0.6273, 23.59
808.0, 0.6272, 23.59
809.0, 0.6269, 23.61
810.0, 0.6265, 23.63
811.0, 0.6264, 23.64
812.0, 0.6259, 23.66
813.0, 0.6256, 23.68
814.0, 0.6253, 23.70
815.0, 0.6247, 23.73
816.0, 0.6246, 23.74
817.0, 0.6241, 23.76
818.0, 0.6236, 23.79
819.0, 0.6234, 23.80
820.0, 0.6228, 23.84
821.0, 0.6225, 23.85
822.0, 0.6225, 23.85
823.0, 0.6222, 23.87
824.0, 0.6225, 23.85
825.0, 0.6220, 23.88
826.0, 0.6216, 23.90
827.0, 0.6218, 23.89
828.0, 0.6213, 23.92
829.0, 0.6209, 23.94
830.0, 0.6208, 23.95
831.0, 0.6202, 23.98
832.0, 0.6203, 23.97
833.0, 0.6199, 23.99
834.0, 0.6192, 24.03
835.0, 0.6193, 24.03
836.0, 0.6191, 24.04
837.0, 0.6187, 24.06
838.0, 0.6188, 24.06
839.0, 0.6182, 24.09
840.0, 0.6179, 24.11
841.0, 0.6177, 24.11
842.0, 0.6172, 24.14
843.0, 0.6174, 24.13
844.0, 0.6171, 24.15
845.0, 0.6169, 24.16
846.0, 0.6169, 24.16
847.0, 0.6164, 24.19
848.0, 0.6162, 24.20
849.0, 0.6161, 24.21
850.0, 0.6157, 24.23
851.0, 0.6171, 24.15
852.0, 0.6169, 24.16
853.0, 0.6167, 24.17
854.0, 0.6164, 24.19
855.0, 0.6163, 24.20
856.0, 0.6161, 24.21
857.0, 0.6158, 24.22
858.0, 0.6157, 24.23
859.0, 0.6154, 24.24
860.0, 0.6151, 24.26
861.0, 0.6148, 24.28
862.0, 0.6146, 24.29
863.0, 0.6142, 24.31
864.0, 0.6140, 24.32
865.0, 0.6137, 24.34
866.0, 0.6136, 24.35
867.0, 0.6134, 24.36
868.0, 0.6132, 24.37
869.0, 0.6132, 24.37
870.0, 0.6129, 24.39
871.0, 0.6126, 24.40
872.0, 0.6123, 24.42
873.0, 0.6120, 24.44
874.0, 0.6117, 24.45
875.0, 0.6115, 24.47
876.0, 0.6111, 24.48
877.0, 0.6108, 24.50
878.0, 0.6107, 24.51
879.0, 0.6104, 24.52
880.0, 0.6102, 24.54
881.0, 0.6100, 24.55
882.0, 0.6098, 24.56
883.0, 0.6097, 24.57
884.0, 0.6093, 24.59
885.0, 0.6090, 24.60
886.0, 0.6088, 24.61
887.0, 0.6085, 24.63
888.0, 0.6082, 24.65
889.0, 0.6080, 24.66
890.0, 0.6077, 24.68
891.0, 0.6075, 24.69
892.0, 0.6074, 24.69
893.0, 0.6072, 24.70
894.0, 0.6072, 24.71
895.0, 0.6068, 24.73
896.0, 0.6063, 24.76
897.0, 0.6060, 24.77
898.0, 0.6056, 24.79
899.0, 0.6055, 24.80
900.0, 0.6051, 24.82
901.0, 0.6049, 24.84
902.0, 0.6046, 24.85
903.0, 0.6044, 24.86
904.0, 0.6042, 24.88
905.0, 0.6041, 24.88
906.0, 0.6038, 24.90
907.0, 0.6037, 24.91
908.0, 0.6033, 24.93
909.0, 0.6030, 24.95
910.0, 0.6027, 24.96
911.0, 0.6025, 24.98
912.0, 0.6022, 24.99
913.0, 0.6020, 25.00
914.0, 0.6017, 25.02
915.0, 0.6016, 25.03
916.0, 0.6012, 25.05
917.0, 0.6011, 25.05
918.0, 0.6009, 25.07
919.0, 0.6004, 25.09
920.0, 0.6002, 25.11
921.0, 0.5999, 25.13
922.0, 0.5996, 25.14
923.0, 0.5992, 25.16
924.0, 0.5991, 25.17
925.0, 0.5987, 25.20
926.0, 0.5986, 25.20
927.0, 0.5984, 25.21
928.0, 0.5980, 25.24
929.0, 0.5978, 25.24
930.0, 0.5976, 25.26
931.0, 0.5974, 25.27
932.0, 0.5971, 25.29
933.0, 0.5967, 25.31
934.0, 0.5963, 25.33
935.0, 0.5962, 25.34
936.0, 0.5967, 25.31
937.0, 0.5956, 25.37
938.0, 0.5952, 25.40
939.0, 0.5950, 25.41
940.0, 0.5949, 25.42
941.0, 0.5947, 25.43
942.0, 0.5943, 25.45
943.0, 0.5940, 25.47
944.0, 0.5939, 25.47
945.0, 0.5935, 25.50
946.0, 0.5933, 25.51
947.0, 0.5930, 25.53
948.0, 0.5926, 25.55
949.0, 0.5924, 25.56
950.0, 0.5920, 25.59
951.0, 0.5917, 25.60
952.0, 0.5915, 25.61
953.0, 0.5915, 25.62
954.0, 0.5912, 25.63
955.0, 0.5910, 25.65
956.0, 0.5907, 25.66
957.0, 0.5903, 25.69
958.0, 0.5899, 25.71
959.0, 0.5898, 25.71
960.0, 0.5895, 25.74
961.0, 0.5891, 25.76
962.0, 0.5889, 25.77
963.0, 0.5885, 25.79
964.0, 0.5885, 25.79
965.0, 0.5884, 25.80
966.0, 0.5880, 25.82
967.0, 0.5878, 25.83
968.0, 0.5876, 25.85
969.0, 0.5870, 25.88
970.0, 0.5869, 25.89
971.0, 0.5865, 25.91
972.0, 0.5853, 25.99
973.0, 0.5850, 26.00
974.0, 0.5849, 26.01
975.0, 0.5848, 26.01
976.0, 0.5846, 26.02
977.0, 0.5846, 26.02
978.0, 0.5843, 26.04
979.0, 0.5840, 26.06
980.0, 0.5836, 26.08
981.0, 0.5831, 26.11
982.0, 0.5826, 26.14
983.0, 0.5821, 26.18
984.0, 0.5818, 26.19
985.0, 0.5817, 26.20
986.0, 0.5814, 26.22
987.0, 0.5810, 26.24
988.0, 0.5810, 26.24
989.0, 0.5809, 26.25
990.0, 0.5808, 26.25
991.0, 0.5807, 26.26
992.0, 0.5804, 26.28
993.0, 0.5802, 26.29
994.0, 0.5800, 26.30
995.0, 0.5797, 26.32
996.0, 0.5794, 26.34
997.0, 0.5793, 26.35
998.0, 0.5788, 26.37
999.0, 0.5785, 26.39
1000.0, 0.5784, 26.40
1001.0, 0.5781, 26.42
1002.0, 0.5780, 26.42
1003.0, 0.5777, 26.44
1004.0, 0.5772, 26.47
1005.0, 0.5771, 26.48
1006.0, 0.5767, 26.50
1007.0, 0.5765, 26.51
1008.0, 0.5761, 26.54
1009.0, 0.5757, 26.57
1010.0, 0.5757, 26.57
1011.0, 0.5752, 26.59
1012.0, 0.5751, 26.60
1013.0, 0.5750, 26.61
1014.0, 0.5747, 26.62
1015.0, 0.5744, 26.64
1016.0, 0.5739, 26.68
1017.0, 0.5727, 26.75
1018.0, 0.5724, 26.77
1019.0, 0.5722, 26.78
1020.0, 0.5721, 26.78
1021.0, 0.5718, 26.81
1022.0, 0.5716, 26.82
1023.0, 0.5715, 26.83
1024.0, 0.5710, 26.85
1025.0, 0.5713, 26.84
1026.0, 0.5710, 26.85
1027.0, 0.5705, 26.88
1028.0, 0.5705, 26.88
1029.0, 0.5701, 26.91
1030.0, 0.5696, 26.94
1031.0, 0.5698, 26.93
1032.0, 0.5692, 26.97
1033.0, 0.5692, 26.96
1034.0, 0.5691, 26.97
1035.0, 0.5686, 27.00
1036.0, 0.5688, 26.99
1037.0, 0.5684, 27.01
1038.0, 0.5680, 27.04
1039.0, 0.5680, 27.04
1040.0, 0.5674, 27.08
1041.0, 0.5670, 27.10
1042.0, 0.5670, 27.10
1043.0, 0.5663, 27.14
1044.0, 0.5665, 27.13
1045.0, 0.5661, 27.16
1046.0, 0.5658, 27.18
1047.0, 0.5659, 27.17
1048.0, 0.5655, 27.20
1049.0, 0.5646, 27.25
1050.0, 0.5642, 27.28
1051.0, 0.5642, 27.28
1052.0, 0.5645, 27.26
1053.0, 0.5638, 27.30
1054.0, 0.5638, 27.30
1055.0, 0.5636, 27.32
1056.0, 0.5632, 27.34
1057.0, 0.5635, 27.32
1058.0, 0.5630, 27.35
1059.0, 0.5627, 27.37
1060.0, 0.5629, 27.36
1061.0, 0.5622, 27.40
1062.0, 0.5624, 27.39
1063.0, 0.5622, 27.40
1064.0, 0.5618, 27.43
1065.0, 0.5622, 27.40
1066.0, 0.5620, 27.42
1067.0, 0.5625, 27.39
1068.0, 0.5619, 27.42
1069.0, 0.5612, 27.47
1070.0, 0.5612, 27.46
1071.0, 0.5615, 27.45
1072.0, 0.5604, 27.52
1073.0, 0.5610, 27.48
1074.0, 0.5610, 27.48
1075.0, 0.5603, 27.52
1076.0, 0.5614, 27.46
1077.0, 0.5585, 27.64
1078.0, 0.5592, 27.60
1079.0, 0.5587, 27.62
1080.0, 0.5584, 27.64
1081.0, 0.5587, 27.62
1082.0, 0.5582, 27.66
1083.0, 0.5587, 27.62
1084.0, 0.5591, 27.60
1085.0, 0.5583, 27.65
1086.0, 0.5585, 27.64
1087.0, 0.5579, 27.67
1088.0, 0.5575, 27.70
1089.0, 0.5578, 27.69
1090.0, 0.5569, 27.74
1091.0, 0.5570, 27.73
1092.0, 0.5571, 27.73
1093.0, 0.5562, 27.78
1094.0, 0.5563, 27.78
1095.0, 0.5559, 27.81
1096.0, 0.5542, 27.91
1097.0, 0.5534, 27.97
1098.0, 0.5519, 28.06
1099.0, 0.5518, 28.07
1100.0, 0.5518, 28.06
