 WL        Abs       T%
 623.0  0.573650  26.690065
 624.0  0.573571  26.694931
 625.0  0.573327  26.709919
 626.0  0.573247  26.714884
 627.0  0.573159  26.720282
 628.0  0.572951  26.733076
 629.0  0.573006  26.729708
 630.0  0.572726  26.746933
 631.0  0.572430  26.765154
 632.0  0.572380  26.768261
 633.0  0.572204  26.779079
 634.0  0.572189  26.780014
 635.0  0.572025  26.790152
 636.0  0.571677  26.811634
 637.0  0.571673  26.811853
 638.0  0.571335  26.832748
 639.0  0.571123  26.845861
 640.0  0.571143  26.844587
 641.0  0.570902  26.859512
 642.0  0.570840  26.863317
 643.0  0.570698  26.872152
 644.0  0.570393  26.890989
 645.0  0.570203  26.902773
 646.0  0.570072  26.910906
 647.0  0.570033  26.913284
 648.0  0.569740  26.931440
 649.0  0.569532  26.944344
 650.0  0.569251  26.961803
 651.0  0.569187  26.965794
 652.0  0.569122  26.969797
 653.0  0.568945  26.980785
 654.0  0.568826  26.988222
 655.0  0.568443  27.012012
 656.0  0.568218  27.025986
 657.0  0.568105  27.033077
 658.0  0.567770  27.053923
 659.0  0.567645  27.061720
 660.0  0.567477  27.072197
 661.0  0.567288  27.083933
 662.0  0.566988  27.102652
 663.0  0.566855  27.110954
 664.0  0.566658  27.123295
 665.0  0.566645  27.124100
 666.0  0.566320  27.144358
 667.0  0.566099  27.158176
 668.0  0.565911  27.169956
 669.0  0.565700  27.183146
 670.0  0.565504  27.195436
 671.0  0.565231  27.212530
 672.0  0.565019  27.225813
 673.0  0.564854  27.236189
 674.0  0.564519  27.257212
 675.0  0.564325  27.269358
 676.0  0.564280  27.272165
 677.0  0.563957  27.292482
 678.0  0.563632  27.312881
 679.0  0.563338  27.331413
 680.0  0.563203  27.339914
 681.0  0.562965  27.354866
 682.0  0.562786  27.366156
 683.0  0.562454  27.387075
 684.0  0.562313  27.395962
 685.0  0.562068  27.411465
 686.0  0.562018  27.414618
 687.0  0.561808  27.427889
 688.0  0.561565  27.443213
 689.0  0.561534  27.445179
 690.0  0.561079  27.473927
 691.0  0.560867  27.487331
 692.0  0.560801  27.491533
 693.0  0.560487  27.511440
 694.0  0.560018  27.541149
 695.0  0.560024  27.540764
 696.0  0.559740  27.558792
 697.0  0.559533  27.571934
 698.0  0.559240  27.590506
 699.0  0.559190  27.593710
 700.0  0.558879  27.613478
 701.0  0.558673  27.626593
 702.0  0.558457  27.640306
 703.0  0.558351  27.647091
 704.0  0.558007  27.669001
 705.0  0.557892  27.676323
 706.0  0.557787  27.683010
 707.0  0.557534  27.699093
 708.0  0.557353  27.710636
 709.0  0.557271  27.715900
 710.0  0.557100  27.726843
 711.0  0.556945  27.736708
 712.0  0.556840  27.743423
 713.0  0.556722  27.750948
 714.0  0.556785  27.746904
 715.0  0.556230  27.782404
 716.0  0.556225  27.782740
 717.0  0.555954  27.800110
 718.0  0.555804  27.809702
 719.0  0.555767  27.812077
 720.0  0.555519  27.827969
 721.0  0.555333  27.839886
 722.0  0.555298  27.842094
 723.0  0.555176  27.849937
